"product_id","product_variant_name","pmi_product_family","pmi_product_category","brand_tier","pack_size","nicotine_format"
"OFF-HAR-10000242","CIG-VAR-722144","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-HAR-10000414","CIG-VAR-686530","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-HAR-10000495","CIG-VAR-880785","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-HAR-10000501","CIG-VAR-733762","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-HAR-10000681","CIG-VAR-018645","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HAR-10001262","CIG-VAR-903416","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HAR-10001310","CIG-VAR-020583","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HAR-10001531","CIG-VAR-490393","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-HAR-10001714","CIG-VAR-546344","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HAR-10001855","CIG-VAR-598598","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HAR-10001913","CIG-VAR-361240","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-HAR-10001948","CIG-VAR-592339","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-HAR-10002083","CIG-VAR-079353","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HAR-10002479","CIG-VAR-163203","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HAR-10002914","CIG-VAR-421393","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-HAR-10003043","CIG-VAR-086208","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HAR-10003514","CIG-VAR-437765","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HAR-10003580","CIG-VAR-174872","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HAR-10003659","CIG-VAR-972222","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HAR-10004011","CIG-VAR-354705","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HAR-10004099","CIG-VAR-816880","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HAR-10004816","CIG-VAR-236120","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HAR-10004896","CIG-VAR-902689","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-HON-10000137","CIG-VAR-893250","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HON-10000172","CIG-VAR-951419","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HON-10000278","CIG-VAR-408021","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HON-10000934","CIG-VAR-490562","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HON-10000966","CIG-VAR-048431","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HON-10001102","CIG-VAR-668638","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HON-10001132","CIG-VAR-545868","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HON-10001204","CIG-VAR-750286","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HON-10001508","CIG-VAR-586730","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HON-10001706","CIG-VAR-621944","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HON-10001723","CIG-VAR-967728","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HON-10001783","CIG-VAR-380275","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HON-10002389","CIG-VAR-080846","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-HON-10002456","CIG-VAR-821897","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HON-10002610","CIG-VAR-908312","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HON-10003010","CIG-VAR-436745","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HON-10003230","CIG-VAR-116983","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-HON-10003538","CIG-VAR-015694","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-HON-10003921","CIG-VAR-981607","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-HON-10004014","CIG-VAR-197174","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HON-10004621","CIG-VAR-055640","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HON-10004698","CIG-VAR-781379","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-HON-10004800","CIG-VAR-207312","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HON-10004825","CIG-VAR-659475","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-HOO-10000318","CIG-VAR-046950","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HOO-10000335","CIG-VAR-140796","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HOO-10000445","CIG-VAR-645332","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HOO-10000638","CIG-VAR-994209","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HOO-10001105","CIG-VAR-949314","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HOO-10001248","CIG-VAR-367743","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HOO-10001448","CIG-VAR-660133","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-HOO-10001783","CIG-VAR-937863","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HOO-10001881","CIG-VAR-264564","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HOO-10001987","CIG-VAR-787664","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HOO-10002386","CIG-VAR-959148","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HOO-10002715","CIG-VAR-206674","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HOO-10002752","CIG-VAR-872981","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HOO-10002920","CIG-VAR-405507","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HOO-10002946","CIG-VAR-071996","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-HOO-10003246","CIG-VAR-311805","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-HOO-10003269","CIG-VAR-171263","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-HOO-10003338","CIG-VAR-839272","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-HOO-10003653","CIG-VAR-708006","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-HOO-10003820","CIG-VAR-062203","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-HOO-10004188","CIG-VAR-877383","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-HOO-10004243","CIG-VAR-725699","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-HOO-10004910","CIG-VAR-439569","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-IBI-10000080","CIG-VAR-398020","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-IBI-10000099","CIG-VAR-947800","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-IBI-10000440","CIG-VAR-389599","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-IBI-10000684","CIG-VAR-363970","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-IBI-10000779","CIG-VAR-464596","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-IBI-10000951","CIG-VAR-466107","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-IBI-10000959","CIG-VAR-961020","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-IBI-10001123","CIG-VAR-152857","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-IBI-10001494","CIG-VAR-662138","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-IBI-10001640","CIG-VAR-814100","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-IBI-10001772","CIG-VAR-104812","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-IBI-10001951","CIG-VAR-297292","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-IBI-10002486","CIG-VAR-942261","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-IBI-10002637","CIG-VAR-257033","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-IBI-10002805","CIG-VAR-849470","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-IBI-10003191","CIG-VAR-718583","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-IBI-10003422","CIG-VAR-168079","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-IBI-10003541","CIG-VAR-842119","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-IBI-10003732","CIG-VAR-190092","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-IBI-10004074","CIG-VAR-479656","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-IBI-10004323","CIG-VAR-571454","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-IBI-10004855","CIG-VAR-503975","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-IBI-10004916","CIG-VAR-574625","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-IBI-10004959","CIG-VAR-275546","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-JIF-10000165","CIG-VAR-428765","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-JIF-10000375","CIG-VAR-196838","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-JIF-10000556","CIG-VAR-635913","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-JIF-10000704","CIG-VAR-921605","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-JIF-10000843","CIG-VAR-406921","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-JIF-10000890","CIG-VAR-359448","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-JIF-10000981","CIG-VAR-600921","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-JIF-10002184","CIG-VAR-126652","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-JIF-10002228","CIG-VAR-323887","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-JIF-10002275","CIG-VAR-251938","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-JIF-10002454","CIG-VAR-288932","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-JIF-10002621","CIG-VAR-808114","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-JIF-10002836","CIG-VAR-835136","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-JIF-10003115","CIG-VAR-012687","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-JIF-10003677","CIG-VAR-364257","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-JIF-10003842","CIG-VAR-820264","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-JIF-10003890","CIG-VAR-487721","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-JIF-10003976","CIG-VAR-760103","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-JIF-10004213","CIG-VAR-719056","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-JIF-10004450","CIG-VAR-290465","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-JIF-10004616","CIG-VAR-947252","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-JIF-10004747","CIG-VAR-327886","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-JIF-10004777","CIG-VAR-937411","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-JIF-10004822","CIG-VAR-239597","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-KIT-10000099","CIG-VAR-374549","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-KIT-10000624","CIG-VAR-752514","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KIT-10000717","CIG-VAR-136522","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-KIT-10000964","CIG-VAR-247545","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KIT-10001040","CIG-VAR-218793","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KIT-10001213","CIG-VAR-608564","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KIT-10001245","CIG-VAR-804336","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KIT-10001380","CIG-VAR-920512","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-KIT-10001609","CIG-VAR-026820","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KIT-10001791","CIG-VAR-179739","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KIT-10001899","CIG-VAR-217442","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KIT-10002357","CIG-VAR-471356","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KIT-10002678","CIG-VAR-654576","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KIT-10002828","CIG-VAR-704730","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KIT-10003337","CIG-VAR-689495","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-KIT-10003611","CIG-VAR-552467","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-KIT-10003683","CIG-VAR-658016","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-KIT-10003757","CIG-VAR-088770","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KIT-10003938","CIG-VAR-882959","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KIT-10003990","CIG-VAR-704862","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KIT-10004058","CIG-VAR-036753","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KIT-10004515","CIG-VAR-759102","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KIT-10004732","CIG-VAR-062079","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KLE-10000050","CIG-VAR-451564","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-KLE-10000228","CIG-VAR-206960","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-KLE-10000296","CIG-VAR-878507","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-KLE-10000466","CIG-VAR-985205","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-KLE-10000527","CIG-VAR-603081","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KLE-10000552","CIG-VAR-127624","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KLE-10001317","CIG-VAR-660628","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KLE-10001381","CIG-VAR-774471","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KLE-10001644","CIG-VAR-999069","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KLE-10001699","CIG-VAR-084226","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KLE-10001794","CIG-VAR-761354","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KLE-10002118","CIG-VAR-300111","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KLE-10002292","CIG-VAR-222668","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KLE-10002340","CIG-VAR-202110","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KLE-10002550","CIG-VAR-022808","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-KLE-10002869","CIG-VAR-792456","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KLE-10003227","CIG-VAR-857024","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-KLE-10003497","CIG-VAR-357944","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KLE-10004112","CIG-VAR-605115","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KLE-10004543","CIG-VAR-096031","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KLE-10004581","CIG-VAR-157351","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KLE-10004673","CIG-VAR-740145","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KLE-10004771","CIG-VAR-931308","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KRA-10000113","CIG-VAR-884566","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-KRA-10000117","CIG-VAR-115187","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-KRA-10000492","CIG-VAR-206863","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KRA-10000534","CIG-VAR-533469","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-KRA-10000695","CIG-VAR-124162","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-KRA-10000916","CIG-VAR-091339","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-KRA-10001807","CIG-VAR-881797","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-KRA-10001967","CIG-VAR-500696","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KRA-10002085","CIG-VAR-499704","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-KRA-10002094","CIG-VAR-456192","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KRA-10002126","CIG-VAR-812170","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-KRA-10002170","CIG-VAR-709036","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-KRA-10002406","CIG-VAR-866274","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KRA-10002441","CIG-VAR-895918","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KRA-10002752","CIG-VAR-451863","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KRA-10002789","CIG-VAR-811527","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KRA-10002828","CIG-VAR-413097","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-KRA-10003337","CIG-VAR-568616","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-KRA-10003816","CIG-VAR-021369","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KRA-10004192","CIG-VAR-710326","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KRA-10004624","CIG-VAR-340947","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-KRA-10004876","CIG-VAR-564073","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-KRA-10004892","CIG-VAR-951167","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000039","CIG-VAR-517516","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000073","CIG-VAR-211930","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000081","CIG-VAR-148628","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000095","CIG-VAR-659978","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000108","CIG-VAR-134633","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000114","CIG-VAR-857545","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000116","CIG-VAR-609296","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000121","CIG-VAR-409336","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000134","CIG-VAR-617106","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000151","CIG-VAR-275346","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000155","CIG-VAR-748315","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000157","CIG-VAR-411302","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000190","CIG-VAR-099957","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000195","CIG-VAR-842572","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000203","CIG-VAR-253540","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000216","CIG-VAR-441453","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000219","CIG-VAR-454569","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000220","CIG-VAR-376523","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-LA-10000236","CIG-VAR-489860","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-LA-10000240","CIG-VAR-060811","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000244","CIG-VAR-479171","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000248","CIG-VAR-390507","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000262","CIG-VAR-345697","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000271","CIG-VAR-003037","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000276","CIG-VAR-507394","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000296","CIG-VAR-410985","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000305","CIG-VAR-617128","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000321","CIG-VAR-627912","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000322","CIG-VAR-272647","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000334","CIG-VAR-246261","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000341","CIG-VAR-645581","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000345","CIG-VAR-983176","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000356","CIG-VAR-571807","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000370","CIG-VAR-789388","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000379","CIG-VAR-183343","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000404","CIG-VAR-098180","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000407","CIG-VAR-166580","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000413","CIG-VAR-992169","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000414","CIG-VAR-710079","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000425","CIG-VAR-026581","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000436","CIG-VAR-695975","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000438","CIG-VAR-405741","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000443","CIG-VAR-138167","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000448","CIG-VAR-460190","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000452","CIG-VAR-777183","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000471","CIG-VAR-184835","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000473","CIG-VAR-979672","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000476","CIG-VAR-389226","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000477","CIG-VAR-208023","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000483","CIG-VAR-950737","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000495","CIG-VAR-826004","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000506","CIG-VAR-150889","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000508","CIG-VAR-462710","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000519","CIG-VAR-040908","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000536","CIG-VAR-004970","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000540","CIG-VAR-046455","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000553","CIG-VAR-372827","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-LA-10000560","CIG-VAR-832626","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000590","CIG-VAR-710191","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000598","CIG-VAR-332713","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000604","CIG-VAR-608552","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000615","CIG-VAR-545040","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000624","CIG-VAR-906646","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000633","CIG-VAR-839576","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000634","CIG-VAR-678859","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000635","CIG-VAR-781773","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000648","CIG-VAR-573244","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000658","CIG-VAR-496905","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000668","CIG-VAR-963446","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000685","CIG-VAR-089902","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000688","CIG-VAR-260193","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000692","CIG-VAR-463788","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000700","CIG-VAR-414547","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-LA-10000707","CIG-VAR-412504","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000709","CIG-VAR-559230","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-LA-10000713","CIG-VAR-741123","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000714","CIG-VAR-710357","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-LA-10000732","CIG-VAR-359703","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-LA-10000738","CIG-VAR-287854","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-LA-10000757","CIG-VAR-712200","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-LA-10000760","CIG-VAR-089975","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000765","CIG-VAR-783444","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000767","CIG-VAR-957975","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-LA-10000779","CIG-VAR-191209","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-LA-10000784","CIG-VAR-820031","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-LA-10000793","CIG-VAR-134189","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-LA-10000818","CIG-VAR-494165","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-LA-10000845","CIG-VAR-784801","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-LA-10000861","CIG-VAR-700466","Cigarettes","Combustible","Value","30-pack","Combustible"
