operating_country,channel_name,pmi_product_family,brand_tier,weeks,corr_price_volume,corr_price_netrev
Australia,E-Commerce,Cigarettes,Core,69,0.244677822,0.938695405
Indonesia,E-Commerce,Heated Tobacco,Premium,17,0.244699066,0.770103252
Panama,Key Accounts,Cigarettes,Value,20,0.246428687,0.709799814
Iraq,Retail,Oral Nicotine,Core,13,0.248172329,0.750544616
Australia,E-Commerce,Oral Nicotine,Premium,27,0.251563757,0.831960709
Honduras,Key Accounts,Oral Nicotine,Value,22,0.25280407,0.885238896
Vietnam,Retail,Cigarettes,Value,16,0.255505229,0.975046008
Austria,E-Commerce,Cigarettes,Value,10,0.25781735,0.964352222
Indonesia,Retail,Oral Nicotine,Premium,38,0.258635107,0.697163048
Ireland,Retail,Cigarettes,Premium,11,0.259805713,0.673324982
Indonesia,Key Accounts,Heated Tobacco,Value,35,0.260068111,0.697140162
Sweden,Key Accounts,Cigarettes,Core,14,0.261127841,0.809637373
Indonesia,Key Accounts,Oral Nicotine,Premium,23,0.264499277,0.722387508
Nicaragua,E-Commerce,Cigarettes,Value,11,0.264646344,0.609506147
India,E-Commerce,Oral Nicotine,Premium,21,0.266832055,0.857345582
New Zealand,Key Accounts,Cigarettes,Core,24,0.268546512,0.927723883
Austria,Key Accounts,Cigarettes,Core,17,0.269451822,0.884583762
Russia,E-Commerce,Cigarettes,Value,17,0.271148661,0.958938376
United Kingdom,Retail,Heated Tobacco,Core,50,0.275561216,0.828165987
Colombia,E-Commerce,Cigarettes,Value,15,0.27759804,0.741850773
Canada,Retail,Cigarettes,Core,35,0.278048874,0.756344564
Nicaragua,Key Accounts,Cigarettes,Premium,32,0.279820648,0.972727986
Spain,Key Accounts,Cigarettes,Premium,38,0.284530303,0.868297867
Spain,Key Accounts,Heated Tobacco,Premium,18,0.287271991,0.834127622
Iraq,Key Accounts,Cigarettes,Premium,15,0.287525195,0.731245456
Saudi Arabia,E-Commerce,Cigarettes,Core,13,0.288651325,0.659970736
Nicaragua,Retail,Oral Nicotine,Premium,17,0.289943932,0.798819346
Ukraine,Key Accounts,Cigarettes,Premium,12,0.294194747,0.894622073
Ukraine,Key Accounts,Cigarettes,Value,21,0.294705953,0.665739399
Iraq,Retail,Oral Nicotine,Value,11,0.30217568,0.771212824
Italy,Retail,Oral Nicotine,Value,26,0.302251871,0.82445168
Poland,Key Accounts,Cigarettes,Value,11,0.308399057,0.976242122
Ukraine,Retail,Oral Nicotine,Value,10,0.310631137,0.476642317
Argentina,Retail,Heated Tobacco,Value,14,0.313975936,0.919579517
China,Key Accounts,Oral Nicotine,Core,43,0.321387181,0.794504431
Iran,E-Commerce,Cigarettes,Premium,16,0.322177274,0.900044358
Vietnam,Retail,Heated Tobacco,Core,11,0.322856445,0.903446066
Morocco,Retail,Oral Nicotine,Core,13,0.324578652,0.80207032
Bangladesh,Retail,Oral Nicotine,Value,10,0.327280875,0.94441627
Panama,E-Commerce,Cigarettes,Value,12,0.335795239,0.711011741
Egypt,Retail,Cigarettes,Premium,34,0.339216105,0.66492813
Honduras,Retail,Heated Tobacco,Value,21,0.339839939,0.757950489
Thailand,Key Accounts,Cigarettes,Value,13,0.340114183,0.989187968
Turkey,Key Accounts,Oral Nicotine,Value,15,0.345381079,0.627581582
Pakistan,Retail,Cigarettes,Premium,16,0.345969107,0.997904216
Nicaragua,Retail,Oral Nicotine,Core,15,0.348999748,0.880729653
Honduras,Retail,Cigarettes,Premium,42,0.349361482,0.795722257
Cuba,Retail,Heated Tobacco,Core,26,0.349775259,0.751262721
Philippines,Key Accounts,Cigarettes,Value,31,0.352274305,0.91836428
Spain,E-Commerce,Cigarettes,Value,28,0.355703758,0.719951628
United States,E-Commerce,Heated Tobacco,Core,67,0.358248794,0.886719893
United Kingdom,E-Commerce,Cigarettes,Value,53,0.364742047,0.92974516
Iran,Retail,Cigarettes,Core,46,0.367942744,0.860691543
Iran,Retail,Oral Nicotine,Core,12,0.377959208,0.770896622
Democratic Republic of the Congo,Retail,Oral Nicotine,Premium,10,0.378245757,0.71673036
China,E-Commerce,Heated Tobacco,Premium,22,0.378690936,0.889642879
Nicaragua,E-Commerce,Cigarettes,Core,15,0.378828402,0.774045324
Morocco,Key Accounts,Oral Nicotine,Value,11,0.380462658,0.922228058
Nicaragua,Key Accounts,Oral Nicotine,Value,14,0.38225985,0.572252811
Dominican Republic,E-Commerce,Heated Tobacco,Value,13,0.383827586,0.809325506
Thailand,Key Accounts,Cigarettes,Core,18,0.385783884,0.962750693
Netherlands,Retail,Oral Nicotine,Value,14,0.388450165,0.846212282
Indonesia,E-Commerce,Heated Tobacco,Core,11,0.39357104,0.586554627
Morocco,E-Commerce,Cigarettes,Premium,18,0.394099705,0.717926067
Netherlands,Retail,Heated Tobacco,Core,16,0.397808143,0.830614825
Panama,Retail,Oral Nicotine,Core,12,0.402884878,0.787286662
New Zealand,E-Commerce,Cigarettes,Premium,16,0.410209854,0.956617174
Panama,Retail,Cigarettes,Value,30,0.411858461,0.874231996
New Zealand,Retail,Oral Nicotine,Value,23,0.421727221,0.923549948
Morocco,Key Accounts,Heated Tobacco,Core,11,0.425451194,0.759167512
New Zealand,E-Commerce,Cigarettes,Value,16,0.430417256,0.819483717
Japan,Retail,Oral Nicotine,Core,10,0.431660381,0.823594136
Iraq,E-Commerce,Cigarettes,Core,15,0.443133569,0.807050193
Guatemala,E-Commerce,Cigarettes,Value,13,0.447009482,0.800017712
Sweden,Retail,Cigarettes,Core,13,0.447770991,0.962460331
Sudan,Retail,Cigarettes,Value,13,0.461499696,0.945457756
Ukraine,Retail,Cigarettes,Core,32,0.461751553,0.841432568
Sweden,Retail,Cigarettes,Value,13,0.487938402,0.826714422
Democratic Republic of the Congo,Retail,Heated Tobacco,Premium,10,0.496481948,0.899517543
New Zealand,Key Accounts,Cigarettes,Premium,30,0.49688399,0.868505193
Poland,Key Accounts,Cigarettes,Core,19,0.497091445,0.799818595
Angola,Retail,Cigarettes,Core,16,0.498551724,0.965035376
Austria,Retail,Cigarettes,Value,24,0.506162778,0.869148239
El Salvador,Retail,Oral Nicotine,Premium,31,0.508883125,0.823095277
Denmark,Retail,Cigarettes,Value,12,0.510268116,0.873282318
El Salvador,Key Accounts,Heated Tobacco,Value,14,0.522476784,0.817556338
Tanzania,Retail,Cigarettes,Premium,12,0.522489033,0.992639802
Turkey,Key Accounts,Heated Tobacco,Premium,29,0.526542518,0.768898187
Morocco,Retail,Heated Tobacco,Core,15,0.528116971,0.904963538
Honduras,E-Commerce,Oral Nicotine,Premium,10,0.564091672,0.816680729
Argentina,Key Accounts,Oral Nicotine,Value,13,0.568042664,0.88091862
Dominican Republic,Key Accounts,Heated Tobacco,Premium,10,0.577986912,0.805229201
Tanzania,Key Accounts,Cigarettes,Value,13,0.594262583,0.952443422
Saudi Arabia,Retail,Cigarettes,Premium,21,0.633694498,0.9395504
Russia,E-Commerce,Cigarettes,Premium,11,0.635864395,0.974594287
Argentina,Key Accounts,Oral Nicotine,Premium,10,0.649753361,0.943280485
Guatemala,Retail,Heated Tobacco,Value,21,0.65789945,0.904192629
Dominican Republic,Key Accounts,Heated Tobacco,Value,14,0.680371335,0.792086224
Philippines,E-Commerce,Oral Nicotine,Value,10,0.680920281,0.840590641
Netherlands,Key Accounts,Cigarettes,Premium,16,0.749226734,0.924675649
Ukraine,E-Commerce,Cigarettes,Premium,11,0.750569973,0.989067253
Afghanistan,E-Commerce,Cigarettes,Core,1,NA,NA
Afghanistan,E-Commerce,Cigarettes,Premium,1,NA,NA
Afghanistan,E-Commerce,Cigarettes,Value,1,NA,NA
Afghanistan,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Afghanistan,E-Commerce,Oral Nicotine,Core,1,NA,NA
Afghanistan,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Afghanistan,E-Commerce,Oral Nicotine,Value,1,NA,NA
Afghanistan,Key Accounts,Cigarettes,Core,5,NA,NA
Afghanistan,Key Accounts,Cigarettes,Premium,4,NA,NA
Afghanistan,Key Accounts,Cigarettes,Value,6,NA,NA
Afghanistan,Key Accounts,Heated Tobacco,Core,3,NA,NA
Afghanistan,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Afghanistan,Key Accounts,Heated Tobacco,Value,1,NA,NA
Afghanistan,Key Accounts,Oral Nicotine,Core,2,NA,NA
Afghanistan,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Afghanistan,Key Accounts,Oral Nicotine,Value,1,NA,NA
Afghanistan,Retail,Cigarettes,Core,2,NA,NA
Afghanistan,Retail,Cigarettes,Premium,3,NA,NA
Afghanistan,Retail,Cigarettes,Value,2,NA,NA
Afghanistan,Retail,Heated Tobacco,Core,1,NA,NA
Afghanistan,Retail,Heated Tobacco,Premium,2,NA,NA
Afghanistan,Retail,Heated Tobacco,Value,1,NA,NA
Afghanistan,Retail,Oral Nicotine,Core,1,NA,NA
Afghanistan,Retail,Oral Nicotine,Premium,1,NA,NA
Afghanistan,Retail,Oral Nicotine,Value,1,NA,NA
Albania,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Albania,Key Accounts,Cigarettes,Core,2,NA,NA
Albania,Key Accounts,Cigarettes,Premium,1,NA,NA
Albania,Key Accounts,Cigarettes,Value,1,NA,NA
Albania,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Albania,Key Accounts,Heated Tobacco,Value,1,NA,NA
Albania,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Albania,Key Accounts,Oral Nicotine,Value,1,NA,NA
Albania,Retail,Cigarettes,Core,1,NA,NA
Albania,Retail,Cigarettes,Premium,1,NA,NA
Albania,Retail,Cigarettes,Value,1,NA,NA
Albania,Retail,Heated Tobacco,Premium,1,NA,NA
Albania,Retail,Oral Nicotine,Premium,1,NA,NA
Algeria,E-Commerce,Cigarettes,Premium,3,NA,NA
Algeria,E-Commerce,Heated Tobacco,Core,3,NA,NA
Algeria,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Algeria,E-Commerce,Heated Tobacco,Value,3,NA,NA
Algeria,E-Commerce,Oral Nicotine,Core,1,NA,NA
Algeria,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Algeria,E-Commerce,Oral Nicotine,Value,1,NA,NA
Algeria,Key Accounts,Cigarettes,Core,8,NA,NA
Algeria,Key Accounts,Cigarettes,Value,9,NA,NA
Algeria,Key Accounts,Heated Tobacco,Core,4,NA,NA
Algeria,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Algeria,Key Accounts,Heated Tobacco,Value,5,NA,NA
Algeria,Key Accounts,Oral Nicotine,Core,1,NA,NA
Algeria,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Algeria,Key Accounts,Oral Nicotine,Value,1,NA,NA
Algeria,Retail,Heated Tobacco,Core,1,NA,NA
Algeria,Retail,Heated Tobacco,Premium,6,NA,NA
Algeria,Retail,Heated Tobacco,Value,5,NA,NA
Algeria,Retail,Oral Nicotine,Core,5,NA,NA
Algeria,Retail,Oral Nicotine,Premium,5,NA,NA
Algeria,Retail,Oral Nicotine,Value,8,NA,NA
Angola,E-Commerce,Cigarettes,Core,2,NA,NA
Angola,E-Commerce,Cigarettes,Value,5,NA,NA
Angola,E-Commerce,Heated Tobacco,Core,1,NA,NA
Angola,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Angola,E-Commerce,Heated Tobacco,Value,1,NA,NA
Angola,E-Commerce,Oral Nicotine,Core,1,NA,NA
Angola,E-Commerce,Oral Nicotine,Value,3,NA,NA
Angola,Key Accounts,Cigarettes,Core,4,NA,NA
Angola,Key Accounts,Cigarettes,Premium,4,NA,NA
Angola,Key Accounts,Cigarettes,Value,7,NA,NA
Angola,Key Accounts,Heated Tobacco,Core,2,NA,NA
Angola,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Angola,Key Accounts,Heated Tobacco,Value,1,NA,NA
Angola,Key Accounts,Oral Nicotine,Core,3,NA,NA
Angola,Key Accounts,Oral Nicotine,Value,2,NA,NA
Angola,Retail,Heated Tobacco,Core,4,NA,NA
Angola,Retail,Heated Tobacco,Premium,1,NA,NA
Angola,Retail,Heated Tobacco,Value,4,NA,NA
Angola,Retail,Oral Nicotine,Core,4,NA,NA
Angola,Retail,Oral Nicotine,Premium,3,NA,NA
Angola,Retail,Oral Nicotine,Value,4,NA,NA
Argentina,E-Commerce,Cigarettes,Core,7,NA,NA
Argentina,E-Commerce,Cigarettes,Value,7,NA,NA
Argentina,E-Commerce,Heated Tobacco,Core,6,NA,NA
Argentina,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Argentina,E-Commerce,Heated Tobacco,Value,5,NA,NA
Argentina,E-Commerce,Oral Nicotine,Core,2,NA,NA
Argentina,E-Commerce,Oral Nicotine,Premium,3,NA,NA
Argentina,E-Commerce,Oral Nicotine,Value,7,NA,NA
Argentina,Key Accounts,Heated Tobacco,Core,6,NA,NA
Argentina,Key Accounts,Heated Tobacco,Premium,8,NA,NA
Argentina,Key Accounts,Heated Tobacco,Value,5,NA,NA
Argentina,Key Accounts,Oral Nicotine,Core,6,NA,NA
Argentina,Retail,Heated Tobacco,Premium,8,NA,NA
Armenia,Retail,Cigarettes,Premium,1,NA,NA
Armenia,Retail,Oral Nicotine,Premium,1,NA,NA
Armenia,Retail,Oral Nicotine,Value,1,NA,NA
Austria,E-Commerce,Heated Tobacco,Core,5,NA,NA
Austria,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Austria,E-Commerce,Heated Tobacco,Value,4,NA,NA
Austria,E-Commerce,Oral Nicotine,Core,2,NA,NA
Austria,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Austria,E-Commerce,Oral Nicotine,Value,2,NA,NA
Austria,Key Accounts,Heated Tobacco,Core,6,NA,NA
Austria,Key Accounts,Heated Tobacco,Premium,7,NA,NA
Austria,Key Accounts,Heated Tobacco,Value,8,NA,NA
Austria,Key Accounts,Oral Nicotine,Core,7,NA,NA
Austria,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Austria,Key Accounts,Oral Nicotine,Value,7,NA,NA
Austria,Retail,Heated Tobacco,Core,8,NA,NA
Austria,Retail,Heated Tobacco,Premium,7,NA,NA
Austria,Retail,Oral Nicotine,Core,8,NA,NA
Austria,Retail,Oral Nicotine,Value,7,NA,NA
Azerbaijan,Key Accounts,Cigarettes,Core,4,NA,NA
Azerbaijan,Key Accounts,Cigarettes,Premium,3,NA,NA
Azerbaijan,Key Accounts,Cigarettes,Value,1,NA,NA
Azerbaijan,Key Accounts,Heated Tobacco,Premium,3,NA,NA
Azerbaijan,Key Accounts,Heated Tobacco,Value,2,NA,NA
Azerbaijan,Key Accounts,Oral Nicotine,Core,2,NA,NA
Azerbaijan,Key Accounts,Oral Nicotine,Value,2,NA,NA
Azerbaijan,Retail,Cigarettes,Core,4,NA,NA
Azerbaijan,Retail,Cigarettes,Premium,3,NA,NA
Azerbaijan,Retail,Cigarettes,Value,1,NA,NA
Azerbaijan,Retail,Heated Tobacco,Premium,1,NA,NA
Azerbaijan,Retail,Oral Nicotine,Value,1,NA,NA
Bahrain,Key Accounts,Cigarettes,Premium,1,NA,NA
Bahrain,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Bangladesh,E-Commerce,Cigarettes,Core,9,NA,NA
Bangladesh,E-Commerce,Cigarettes,Value,3,NA,NA
Bangladesh,E-Commerce,Heated Tobacco,Core,2,NA,NA
Bangladesh,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Bangladesh,E-Commerce,Heated Tobacco,Value,3,NA,NA
Bangladesh,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Bangladesh,E-Commerce,Oral Nicotine,Value,2,NA,NA
Bangladesh,Key Accounts,Cigarettes,Core,7,NA,NA
Bangladesh,Key Accounts,Cigarettes,Premium,4,NA,NA
Bangladesh,Key Accounts,Cigarettes,Value,7,NA,NA
Bangladesh,Key Accounts,Heated Tobacco,Core,1,NA,NA
Bangladesh,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Bangladesh,Key Accounts,Heated Tobacco,Value,5,NA,NA
Bangladesh,Key Accounts,Oral Nicotine,Core,1,NA,NA
Bangladesh,Key Accounts,Oral Nicotine,Premium,4,NA,NA
Bangladesh,Key Accounts,Oral Nicotine,Value,5,NA,NA
Bangladesh,Retail,Heated Tobacco,Core,3,NA,NA
Bangladesh,Retail,Heated Tobacco,Premium,4,NA,NA
Bangladesh,Retail,Heated Tobacco,Value,9,NA,NA
Bangladesh,Retail,Oral Nicotine,Core,4,NA,NA
Bangladesh,Retail,Oral Nicotine,Premium,6,NA,NA
Barbados,E-Commerce,Cigarettes,Core,2,NA,NA
Barbados,Key Accounts,Cigarettes,Premium,1,NA,NA
Barbados,Key Accounts,Cigarettes,Value,1,NA,NA
Barbados,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Barbados,Key Accounts,Heated Tobacco,Value,2,NA,NA
Barbados,Key Accounts,Oral Nicotine,Core,2,NA,NA
Barbados,Key Accounts,Oral Nicotine,Value,1,NA,NA
Barbados,Retail,Cigarettes,Core,2,NA,NA
Barbados,Retail,Cigarettes,Premium,4,NA,NA
Barbados,Retail,Cigarettes,Value,1,NA,NA
Barbados,Retail,Heated Tobacco,Premium,1,NA,NA
Barbados,Retail,Heated Tobacco,Value,3,NA,NA
Barbados,Retail,Oral Nicotine,Core,2,NA,NA
Belarus,E-Commerce,Cigarettes,Core,2,NA,NA
Belarus,E-Commerce,Cigarettes,Premium,3,NA,NA
Belarus,E-Commerce,Cigarettes,Value,4,NA,NA
Belarus,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Belarus,E-Commerce,Oral Nicotine,Core,2,NA,NA
Belarus,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Belarus,Key Accounts,Cigarettes,Core,3,NA,NA
Belarus,Key Accounts,Cigarettes,Premium,3,NA,NA
Belarus,Key Accounts,Cigarettes,Value,1,NA,NA
Belarus,Key Accounts,Heated Tobacco,Core,1,NA,NA
Belarus,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Belarus,Key Accounts,Oral Nicotine,Core,2,NA,NA
Belarus,Retail,Cigarettes,Premium,8,NA,NA
Belarus,Retail,Heated Tobacco,Core,4,NA,NA
Belarus,Retail,Heated Tobacco,Premium,1,NA,NA
Belarus,Retail,Heated Tobacco,Value,1,NA,NA
Belarus,Retail,Oral Nicotine,Core,1,NA,NA
Belarus,Retail,Oral Nicotine,Premium,2,NA,NA
Belgium,E-Commerce,Cigarettes,Core,5,NA,NA
Belgium,E-Commerce,Cigarettes,Premium,3,NA,NA
Belgium,E-Commerce,Cigarettes,Value,7,NA,NA
Belgium,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Belgium,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Belgium,E-Commerce,Oral Nicotine,Value,1,NA,NA
Belgium,Key Accounts,Cigarettes,Premium,7,NA,NA
Belgium,Key Accounts,Heated Tobacco,Premium,7,NA,NA
Belgium,Key Accounts,Heated Tobacco,Value,3,NA,NA
Belgium,Key Accounts,Oral Nicotine,Core,5,NA,NA
Belgium,Key Accounts,Oral Nicotine,Premium,5,NA,NA
Belgium,Key Accounts,Oral Nicotine,Value,3,NA,NA
Belgium,Retail,Heated Tobacco,Core,3,NA,NA
Belgium,Retail,Heated Tobacco,Premium,2,NA,NA
Belgium,Retail,Heated Tobacco,Value,1,NA,NA
Belgium,Retail,Oral Nicotine,Core,3,NA,NA
Belgium,Retail,Oral Nicotine,Premium,1,NA,NA
Belgium,Retail,Oral Nicotine,Value,3,NA,NA
Benin,E-Commerce,Cigarettes,Value,1,NA,NA
Benin,Key Accounts,Cigarettes,Core,3,NA,NA
Benin,Key Accounts,Cigarettes,Premium,4,NA,NA
Benin,Key Accounts,Cigarettes,Value,6,NA,NA
Benin,Key Accounts,Heated Tobacco,Core,2,NA,NA
Benin,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Benin,Key Accounts,Heated Tobacco,Value,1,NA,NA
Benin,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Benin,Retail,Cigarettes,Core,3,NA,NA
Benin,Retail,Cigarettes,Premium,5,NA,NA
Benin,Retail,Cigarettes,Value,1,NA,NA
Benin,Retail,Heated Tobacco,Premium,2,NA,NA
Bolivia,E-Commerce,Cigarettes,Core,3,NA,NA
Bolivia,E-Commerce,Cigarettes,Premium,2,NA,NA
Bolivia,E-Commerce,Cigarettes,Value,1,NA,NA
Bolivia,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Bolivia,E-Commerce,Heated Tobacco,Value,2,NA,NA
Bolivia,E-Commerce,Oral Nicotine,Core,1,NA,NA
Bolivia,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Bolivia,Key Accounts,Cigarettes,Core,1,NA,NA
Bolivia,Key Accounts,Cigarettes,Value,2,NA,NA
Bolivia,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Bolivia,Retail,Cigarettes,Core,5,NA,NA
Bolivia,Retail,Cigarettes,Premium,5,NA,NA
Bolivia,Retail,Cigarettes,Value,5,NA,NA
Bolivia,Retail,Heated Tobacco,Core,1,NA,NA
Bolivia,Retail,Heated Tobacco,Premium,2,NA,NA
Bolivia,Retail,Heated Tobacco,Value,1,NA,NA
Bolivia,Retail,Oral Nicotine,Core,2,NA,NA
Bolivia,Retail,Oral Nicotine,Premium,4,NA,NA
Bolivia,Retail,Oral Nicotine,Value,2,NA,NA
Bosnia and Herzegovina,E-Commerce,Cigarettes,Core,3,NA,NA
Bosnia and Herzegovina,E-Commerce,Cigarettes,Premium,2,NA,NA
Bosnia and Herzegovina,Key Accounts,Oral Nicotine,Core,1,NA,NA
Bosnia and Herzegovina,Retail,Cigarettes,Premium,1,NA,NA
Bosnia and Herzegovina,Retail,Cigarettes,Value,2,NA,NA
Bosnia and Herzegovina,Retail,Heated Tobacco,Core,1,NA,NA
Bosnia and Herzegovina,Retail,Heated Tobacco,Premium,1,NA,NA
Bosnia and Herzegovina,Retail,Heated Tobacco,Value,2,NA,NA
Bulgaria,E-Commerce,Cigarettes,Core,3,NA,NA
Bulgaria,E-Commerce,Cigarettes,Premium,2,NA,NA
Bulgaria,E-Commerce,Cigarettes,Value,1,NA,NA
Bulgaria,E-Commerce,Heated Tobacco,Core,3,NA,NA
Bulgaria,E-Commerce,Oral Nicotine,Core,1,NA,NA
Bulgaria,Key Accounts,Cigarettes,Core,1,NA,NA
Bulgaria,Key Accounts,Cigarettes,Premium,2,NA,NA
Bulgaria,Key Accounts,Cigarettes,Value,3,NA,NA
Bulgaria,Key Accounts,Heated Tobacco,Value,1,NA,NA
Bulgaria,Key Accounts,Oral Nicotine,Core,1,NA,NA
Bulgaria,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Bulgaria,Key Accounts,Oral Nicotine,Value,1,NA,NA
Bulgaria,Retail,Cigarettes,Value,7,NA,NA
Bulgaria,Retail,Heated Tobacco,Core,3,NA,NA
Bulgaria,Retail,Heated Tobacco,Premium,4,NA,NA
Bulgaria,Retail,Heated Tobacco,Value,1,NA,NA
Bulgaria,Retail,Oral Nicotine,Core,1,NA,NA
Bulgaria,Retail,Oral Nicotine,Premium,6,NA,NA
Bulgaria,Retail,Oral Nicotine,Value,3,NA,NA
Burundi,Retail,Oral Nicotine,Core,1,NA,NA
Burundi,Retail,Oral Nicotine,Premium,1,NA,NA
Cambodia,E-Commerce,Cigarettes,Core,1,NA,NA
Cambodia,E-Commerce,Cigarettes,Premium,1,NA,NA
Cambodia,E-Commerce,Cigarettes,Value,1,NA,NA
Cambodia,E-Commerce,Heated Tobacco,Value,1,NA,NA
Cambodia,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Cambodia,E-Commerce,Oral Nicotine,Value,1,NA,NA
Cambodia,Key Accounts,Cigarettes,Core,3,NA,NA
Cambodia,Key Accounts,Cigarettes,Value,1,NA,NA
Cambodia,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Cambodia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Cambodia,Key Accounts,Oral Nicotine,Core,3,NA,NA
Cambodia,Retail,Cigarettes,Core,5,NA,NA
Cambodia,Retail,Cigarettes,Premium,4,NA,NA
Cambodia,Retail,Cigarettes,Value,3,NA,NA
Cambodia,Retail,Heated Tobacco,Core,2,NA,NA
Cambodia,Retail,Heated Tobacco,Premium,3,NA,NA
Cambodia,Retail,Heated Tobacco,Value,2,NA,NA
Cambodia,Retail,Oral Nicotine,Core,1,NA,NA
Cambodia,Retail,Oral Nicotine,Premium,3,NA,NA
Cambodia,Retail,Oral Nicotine,Value,1,NA,NA
Cameroon,E-Commerce,Cigarettes,Core,3,NA,NA
Cameroon,E-Commerce,Cigarettes,Premium,5,NA,NA
Cameroon,E-Commerce,Cigarettes,Value,7,NA,NA
Cameroon,E-Commerce,Heated Tobacco,Value,3,NA,NA
Cameroon,E-Commerce,Oral Nicotine,Core,1,NA,NA
Cameroon,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Cameroon,Key Accounts,Cigarettes,Core,4,NA,NA
Cameroon,Key Accounts,Cigarettes,Value,8,NA,NA
Cameroon,Key Accounts,Heated Tobacco,Core,4,NA,NA
Cameroon,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Cameroon,Key Accounts,Heated Tobacco,Value,3,NA,NA
Cameroon,Key Accounts,Oral Nicotine,Core,1,NA,NA
Cameroon,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Cameroon,Key Accounts,Oral Nicotine,Value,1,NA,NA
Cameroon,Retail,Cigarettes,Core,8,NA,NA
Cameroon,Retail,Cigarettes,Premium,8,NA,NA
Cameroon,Retail,Heated Tobacco,Core,4,NA,NA
Cameroon,Retail,Heated Tobacco,Premium,5,NA,NA
Cameroon,Retail,Heated Tobacco,Value,2,NA,NA
Cameroon,Retail,Oral Nicotine,Core,5,NA,NA
Cameroon,Retail,Oral Nicotine,Premium,2,NA,NA
Cameroon,Retail,Oral Nicotine,Value,2,NA,NA
Canada,E-Commerce,Heated Tobacco,Core,3,NA,NA
Canada,E-Commerce,Heated Tobacco,Premium,5,NA,NA
Canada,E-Commerce,Heated Tobacco,Value,3,NA,NA
Canada,E-Commerce,Oral Nicotine,Core,1,NA,NA
Canada,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Canada,E-Commerce,Oral Nicotine,Value,2,NA,NA
Canada,Key Accounts,Heated Tobacco,Core,6,NA,NA
Canada,Key Accounts,Heated Tobacco,Premium,5,NA,NA
Canada,Key Accounts,Heated Tobacco,Value,5,NA,NA
Canada,Key Accounts,Oral Nicotine,Core,4,NA,NA
Canada,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Canada,Key Accounts,Oral Nicotine,Value,7,NA,NA
Canada,Retail,Heated Tobacco,Premium,9,NA,NA
Canada,Retail,Heated Tobacco,Value,9,NA,NA
Canada,Retail,Oral Nicotine,Core,9,NA,NA
Canada,Retail,Oral Nicotine,Premium,5,NA,NA
Central African Republic,Key Accounts,Cigarettes,Core,1,NA,NA
Central African Republic,Key Accounts,Cigarettes,Premium,1,NA,NA
Central African Republic,Key Accounts,Cigarettes,Value,1,NA,NA
Central African Republic,Key Accounts,Heated Tobacco,Value,1,NA,NA
Central African Republic,Retail,Cigarettes,Premium,1,NA,NA
Central African Republic,Retail,Cigarettes,Value,1,NA,NA
Central African Republic,Retail,Heated Tobacco,Core,1,NA,NA
Chad,E-Commerce,Cigarettes,Premium,1,NA,NA
Chile,E-Commerce,Cigarettes,Core,6,NA,NA
Chile,E-Commerce,Cigarettes,Premium,5,NA,NA
Chile,E-Commerce,Cigarettes,Value,2,NA,NA
Chile,E-Commerce,Heated Tobacco,Core,3,NA,NA
Chile,E-Commerce,Heated Tobacco,Value,2,NA,NA
