operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
Panama,Key Accounts,Oral Nicotine,Core,T1,7,27,4.20000221,934.7221667,560.8334,373.8887667
Venezuela,Key Accounts,Cigarettes,Core,T1,7,26,4.200013576,150.7221667,90.4334,60.28876667
Peru,E-Commerce,Cigarettes,Value,T3,7,34,4.200013705,111.2303,66.73823333,44.49206667
Netherlands,E-Commerce,Oral Nicotine,Premium,T3,7,31,4.298538231,514.0268286,289.2857143,224.7411143
Dominican Republic,E-Commerce,Heated Tobacco,Core,T3,6,31,4.315642166,601.299225,402.158325,199.1409
Spain,E-Commerce,Oral Nicotine,Value,T3,6,17,4.399999937,968.8333,555.5833,413.25
Pakistan,Retail,Oral Nicotine,Value,T2,7,25,4.400000043,2005.011933,1133.759567,871.2523667
New Zealand,E-Commerce,Heated Tobacco,Core,T3,6,20,4.400000217,833.8333,644.5,189.3333
Dominican Republic,E-Commerce,Oral Nicotine,Premium,T3,8,31,4.499999848,1257.1157,644.5444,612.5713
Nigeria,Key Accounts,Oral Nicotine,Value,T1,15,31,4.500000385,2207.777667,662.3333333,1545.444333
Sweden,Key Accounts,Cigarettes,Premium,T1,9,48,4.500000431,236.9333143,118.4666857,118.4666286
Tanzania,Retail,Heated Tobacco,Premium,T2,5,7,4.700000084,1483.1111,1354,129.1111
Philippines,Key Accounts,Heated Tobacco,Core,T1,7,40,4.768156145,1148.86515,771.516675,377.348475
Thailand,E-Commerce,Cigarettes,Premium,T3,9,33,4.769997982,245.2605625,129.9880875,115.272475
Argentina,Key Accounts,Heated Tobacco,Premium,T1,8,30,4.794584576,1148.466233,688.5047333,459.9615
Honduras,E-Commerce,Heated Tobacco,Value,T3,8,27,4.796000243,975.857,584.75,391.107
Panama,E-Commerce,Heated Tobacco,Value,T3,8,30,4.797999964,633.3093,379.825,253.4843
Haiti,Key Accounts,Cigarettes,Value,T1,8,40,4.799993544,142.8182182,85.69091818,57.1273
Haiti,Retail,Cigarettes,Core,T2,8,57,4.799999138,285.7349927,171.4410463,114.2939464
Italy,E-Commerce,Oral Nicotine,Value,T3,6,35,4.8,890.3839,783.8464,106.5375
Turkey,E-Commerce,Heated Tobacco,Value,T3,12,30,4.800000306,1488.333367,595.3333667,893
Argentina,Retail,Heated Tobacco,Premium,T2,8,25,4.80000033,494.3332,296.6,197.7332
Pakistan,Key Accounts,Oral Nicotine,Premium,T1,6,19,4.800000791,1056.0416,844.8334,211.2082
Honduras,E-Commerce,Oral Nicotine,Core,T3,8,24,4.800001292,632.5926,379.5556,253.037
Panama,Key Accounts,Heated Tobacco,Core,T1,8,25,4.800002707,387.2777,232.3667,154.911
Venezuela,Key Accounts,Cigarettes,Premium,T1,8,71,4.800015191,186.2137778,111.7284229,74.48535493
Nicaragua,E-Commerce,Heated Tobacco,Core,T3,5,18,4.994000006,757.6376,756.5,1.1376
Nicaragua,E-Commerce,Heated Tobacco,Premium,T3,5,30,4.996307128,735.6712838,734.8952171,0.776066667
Ireland,Retail,Cigarettes,Value,T2,10,57,4.999994201,544.1615773,272.0806887,272.0808887
Pakistan,Key Accounts,Oral Nicotine,Core,T1,7,25,4.999997724,874.1786,498.3429,375.8357
Netherlands,Retail,Heated Tobacco,Value,T2,10,47,4.999998601,1806.462014,903.2308571,903.2311571
Pakistan,Retail,Heated Tobacco,Core,T2,10,45,4.999999823,1981.4966,990.7483,990.7483
Afghanistan,Key Accounts,Cigarettes,Core,T1,5,25,5,165.8111,165.8111,0
Algeria,Key Accounts,Heated Tobacco,Value,T1,5,17,5,937.0833,937.0833,0
Algeria,Retail,Heated Tobacco,Value,T2,5,6,5,1175.5,1175.5,0
Algeria,Retail,Oral Nicotine,Core,T2,5,13,5,756.25,756.25,0
Algeria,Retail,Oral Nicotine,Premium,T2,5,5,5,690,690,0
Angola,E-Commerce,Cigarettes,Value,T3,5,29,5,67.4404,67.4404,0
Austria,E-Commerce,Heated Tobacco,Core,T3,5,12,5,1041.1667,1041.1667,0
Bangladesh,Key Accounts,Heated Tobacco,Value,T1,5,40,5,1209.958314,1209.958314,0
Bangladesh,Key Accounts,Oral Nicotine,Value,T1,5,38,5,1208.344407,1208.344407,0
Belgium,E-Commerce,Cigarettes,Core,T3,5,31,5,410.6071629,410.6071629,0
Belgium,Key Accounts,Oral Nicotine,Core,T1,5,15,5,465.8,465.8,0
Belgium,Key Accounts,Oral Nicotine,Premium,T1,5,13,5,765.8667,765.8667,0
Benin,Retail,Cigarettes,Premium,T2,5,8,5,337.5,337.5,0
Bolivia,Retail,Cigarettes,Core,T2,5,16,5,212.5,212.5,0
Bolivia,Retail,Cigarettes,Premium,T2,5,30,5,90.30962222,90.30962222,0
Bolivia,Retail,Cigarettes,Value,T2,5,10,5,75.5,75.5,0
Cambodia,Retail,Cigarettes,Core,T2,5,20,5,584.5151,584.5151,0
Cameroon,E-Commerce,Cigarettes,Premium,T3,5,13,5,312.1667,312.1667,0
Cameroon,Retail,Heated Tobacco,Premium,T2,5,9,5,884.5,884.5,0
Cameroon,Retail,Oral Nicotine,Core,T2,5,21,5,396.5,396.5,0
Canada,E-Commerce,Heated Tobacco,Premium,T3,5,15,5,1048.428571,1048.428571,0
Canada,Key Accounts,Heated Tobacco,Premium,T1,5,13,5,812.3333333,812.3333333,0
Canada,Key Accounts,Heated Tobacco,Value,T1,5,11,5,947.8333333,947.8333333,0
Canada,Retail,Oral Nicotine,Premium,T2,5,9,5,354,354,0
Chile,E-Commerce,Cigarettes,Premium,T3,5,16,5,87.9881,87.9881,0
Chile,Retail,Oral Nicotine,Premium,T2,5,21,5,418.0476,418.0476,0
Colombia,E-Commerce,Oral Nicotine,Value,T3,5,19,5,937,937,0
Cote d'Ivoire,E-Commerce,Cigarettes,Core,T3,5,9,5,284.5,284.5,0
Cote d'Ivoire,Retail,Heated Tobacco,Core,T2,5,15,5,1609.8333,1609.8333,0
Cote d'Ivoire,Retail,Heated Tobacco,Value,T2,5,7,5,627,627,0
Czech Republic,Key Accounts,Cigarettes,Premium,T1,5,10,5,150.25,150.25,0
Czech Republic,Key Accounts,Cigarettes,Value,T1,5,14,5,174.25,174.25,0
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Premium,T3,5,9,5,917.5,917.5,0
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Value,T3,5,14,5,669.25,669.25,0
Democratic Republic of the Congo,E-Commerce,Oral Nicotine,Value,T3,5,12,5,815,815,0
Ecuador,Retail,Cigarettes,Core,T2,5,23,5,81.499975,81.499975,0
Egypt,Key Accounts,Heated Tobacco,Value,T1,5,9,5,750,750,0
Georgia,Retail,Cigarettes,Premium,T2,5,17,5,157.375,157.375,0
Georgia,Retail,Cigarettes,Value,T2,5,11,5,182.8571429,182.8571429,0
Ghana,E-Commerce,Cigarettes,Core,T3,5,16,5,75.8333,75.8333,0
Ghana,Key Accounts,Cigarettes,Premium,T1,5,7,5,125,125,0
Ghana,Retail,Heated Tobacco,Core,T2,5,22,5,921.8333667,921.8333667,0
Iran,E-Commerce,Oral Nicotine,Core,T3,5,14,5,940.5,940.5,0
Iraq,E-Commerce,Oral Nicotine,Core,T3,5,8,5,564.5,564.5,0
Israel,Key Accounts,Cigarettes,Premium,T1,5,9,5,815.5,815.5,0
Israel,Key Accounts,Heated Tobacco,Premium,T1,5,16,5,862,862,0
Japan,E-Commerce,Cigarettes,Value,T3,5,20,5,628.4643,628.4643,0
Japan,Key Accounts,Heated Tobacco,Core,T1,5,39,5,1130.5584,1130.5584,0
Japan,Retail,Oral Nicotine,Premium,T2,5,27,5,792.2639,792.2639,0
Kenya,E-Commerce,Cigarettes,Value,T3,5,36,5,289.05,289.05,0
Kyrgyzstan,Retail,Cigarettes,Core,T2,5,5,5,141,141,0
Madagascar,Key Accounts,Cigarettes,Value,T1,5,15,5,123,123,0
Madagascar,Retail,Cigarettes,Core,T2,5,23,5,315,315,0
Madagascar,Retail,Cigarettes,Premium,T2,5,17,5,94.91666667,94.91666667,0
Madagascar,Retail,Cigarettes,Value,T2,5,10,5,649.5833333,649.5833333,0
Malaysia,E-Commerce,Heated Tobacco,Core,T3,5,19,5,955.3,955.3,0
Malaysia,E-Commerce,Heated Tobacco,Premium,T3,5,15,5,813.6667,813.6667,0
Malaysia,Key Accounts,Heated Tobacco,Premium,T1,5,18,5,845.5333,845.5333,0
Malaysia,Key Accounts,Oral Nicotine,Premium,T1,5,26,5,450.7334,450.7334,0
Malaysia,Key Accounts,Oral Nicotine,Value,T1,5,16,5,981.3334,981.3334,0
Mali,Retail,Cigarettes,Core,T2,5,15,5,98.83333333,98.83333333,0
Morocco,E-Commerce,Heated Tobacco,Value,T3,5,16,5,997.5,997.5,0
Mozambique,Key Accounts,Cigarettes,Value,T1,5,12,5,614.25,614.25,0
Mozambique,Retail,Oral Nicotine,Premium,T2,5,16,5,935.9167,935.9167,0
Niger,Retail,Cigarettes,Core,T2,5,18,5,185.95,185.95,0
Norway,Key Accounts,Cigarettes,Core,T1,5,18,5,390.5833,390.5833,0
Norway,Retail,Heated Tobacco,Value,T2,5,13,5,287.3333,287.3333,0
Poland,E-Commerce,Heated Tobacco,Core,T3,5,17,5,444.5,444.5,0
Poland,E-Commerce,Heated Tobacco,Value,T3,5,5,5,764,764,0
Poland,Key Accounts,Oral Nicotine,Value,T1,5,12,5,845.5,845.5,0
Poland,Retail,Oral Nicotine,Value,T2,5,8,5,614.5,614.5,0
Romania,E-Commerce,Cigarettes,Core,T3,5,15,5,491.8333333,491.8333333,0
Romania,E-Commerce,Cigarettes,Value,T3,5,17,5,336.9166667,336.9166667,0
Romania,Key Accounts,Oral Nicotine,Premium,T1,5,13,5,1142.142857,1142.142857,0
Romania,Retail,Heated Tobacco,Value,T2,5,9,5,1017.75,1017.75,0
Saudi Arabia,Key Accounts,Oral Nicotine,Premium,T1,5,9,5,1499.75,1499.75,0
Senegal,Key Accounts,Cigarettes,Premium,T1,5,16,5,291.25,291.25,0
Senegal,Retail,Heated Tobacco,Core,T2,5,9,5,766.6666667,766.6666667,0
Senegal,Retail,Heated Tobacco,Premium,T2,5,15,5,848.875,848.875,0
Singapore,E-Commerce,Cigarettes,Premium,T3,5,19,5,288,288,0
Singapore,E-Commerce,Cigarettes,Value,T3,5,23,5,280.2143,280.2143,0
Singapore,Key Accounts,Cigarettes,Core,T1,5,17,5,281.00002,281.00002,0
Somalia,E-Commerce,Cigarettes,Core,T3,5,16,5,121.9444444,121.9444444,0
South Africa,E-Commerce,Oral Nicotine,Premium,T3,5,11,5,708,708,0
Togo,Key Accounts,Cigarettes,Value,T1,5,16,5,252.5,252.5,0
Ukraine,Key Accounts,Heated Tobacco,Value,T1,5,10,5,1021,1021,0
Ukraine,Key Accounts,Oral Nicotine,Value,T1,5,22,5,1517.25,1517.25,0
Uzbekistan,Retail,Cigarettes,Value,T2,5,19,5,842.4222222,842.4222222,0
Zambia,Retail,Heated Tobacco,Premium,T2,5,16,5,968.125,968.125,0
Zambia,Retail,Oral Nicotine,Value,T2,5,21,5,905.1666,905.1666,0
Nigeria,Key Accounts,Heated Tobacco,Premium,T1,17,63,5.099999273,3038.822978,911.6468399,2127.176138
Peru,Retail,Oral Nicotine,Premium,T2,9,33,5.100002175,1036.0278,515.1167,520.9111
Italy,E-Commerce,Oral Nicotine,Core,T3,8,34,5.180204489,1091.916633,768.0166333,323.9
Thailand,Retail,Oral Nicotine,Premium,T2,8,35,5.30321603,1272.783928,802.3749306,470.4089972
Dominican Republic,E-Commerce,Heated Tobacco,Premium,T3,8,34,5.393999658,1039.6237,773.9083,265.7154
Peru,Key Accounts,Cigarettes,Premium,T1,9,50,5.399999497,137.4841829,82.49046571,54.99371714
Philippines,E-Commerce,Heated Tobacco,Premium,T3,8,52,5.400000483,1298.49343,896.81908,401.67435
Nigeria,Retail,Oral Nicotine,Premium,T2,18,45,5.400000517,3657.111067,1097.133367,2559.9777
Nigeria,Key Accounts,Heated Tobacco,Value,T1,18,57,5.400000592,2609.861208,782.9583667,1826.902842
Honduras,E-Commerce,Oral Nicotine,Value,T3,9,41,5.40000281,689.4999,413.6999667,275.7999333
Venezuela,Key Accounts,Cigarettes,Value,T1,9,43,5.400005182,348.4735,209.08415,139.38935
Netherlands,E-Commerce,Cigarettes,Core,T3,11,71,5.499997327,363.6097689,181.8048094,181.8049594
Japan,Retail,Heated Tobacco,Premium,T2,6,34,5.499998741,939.0239,919.1667,19.8572
Japan,E-Commerce,Cigarettes,Core,T3,6,29,5.5,483.45,344.45,139
Ireland,Retail,Cigarettes,Core,T2,11,66,5.500001004,383.9706826,191.9853613,191.9853213
Ireland,Retail,Cigarettes,Premium,T2,11,52,5.500008663,292.9721462,146.4861385,146.4860077
Vietnam,E-Commerce,Oral Nicotine,Core,T3,8,24,5.539996297,1320.6141,687.0714,633.5427
Thailand,E-Commerce,Cigarettes,Core,T3,10,40,5.599997075,264.0901,155.2689,108.8212
Turkey,E-Commerce,Heated Tobacco,Core,T3,14,36,5.600000031,2700.505986,1080.202414,1620.303571
Philippines,E-Commerce,Heated Tobacco,Value,T3,8,27,5.624887032,1196.242786,847.7761571,348.4666286
Nigeria,Retail,Oral Nicotine,Value,T2,19,29,5.699999466,3010.8335,903.25,2107.5835
Nigeria,Key Accounts,Heated Tobacco,Core,T1,19,39,5.700000767,4540.99989,1362.3,3178.69989
Argentina,Key Accounts,Oral Nicotine,Premium,T1,10,51,5.753323523,887.4431857,473.323,414.1201857
Pakistan,Retail,Oral Nicotine,Premium,T2,8,35,5.799996027,1415.347278,812.7777222,602.5695556
New Zealand,E-Commerce,Heated Tobacco,Value,T3,7,31,5.799998305,2268.514,1965.9583,302.5557
El Salvador,E-Commerce,Oral Nicotine,Core,T3,6,33,5.799999818,708.616675,642.783275,65.8334
Myanmar (Burma),Retail,Cigarettes,Core,T2,7,25,5.809999308,166.0068,137.7857,28.2211
Panama,Key Accounts,Oral Nicotine,Premium,T1,10,53,5.816625691,1206.40866,655.4453,550.96336
Tanzania,E-Commerce,Cigarettes,Core,T3,6,25,5.914811052,143.9404857,139.75,4.190485714
Colombia,Key Accounts,Heated Tobacco,Premium,T1,6,17,5.992000603,1008.8409,1007.4,1.4409
Colombia,Key Accounts,Heated Tobacco,Core,T1,6,16,5.99290088,406.6768,405.99998,0.67682
El Salvador,E-Commerce,Heated Tobacco,Value,T3,6,29,5.994000642,605.98775,605.24285,0.7449
El Salvador,E-Commerce,Heated Tobacco,Core,T3,6,19,5.996000355,550.09386,549.35002,0.74384
Honduras,Key Accounts,Heated Tobacco,Value,T1,10,25,5.996000996,567.7463,340.1333,227.613
Pakistan,Key Accounts,Cigarettes,Premium,T1,12,56,5.99999438,503.55474,251.77737,251.77737
Panama,E-Commerce,Cigarettes,Core,T3,10,25,5.999994418,106.3889,63.8333,42.5556
South Korea,Retail,Cigarettes,Premium,T2,12,56,5.999997455,557.15,278.575,278.575
Honduras,E-Commerce,Oral Nicotine,Premium,T3,10,29,5.999998415,660.000025,396,264.000025
Panama,Key Accounts,Oral Nicotine,Value,T1,10,39,5.999999186,1159.907478,695.9444778,463.963
Nigeria,Retail,Heated Tobacco,Value,T2,20,57,5.99999942,3186.52787,955.9583,2230.56957
Turkey,Key Accounts,Oral Nicotine,Value,T1,15,33,5.999999945,3152.2083,1260.8833,1891.325
Afghanistan,Key Accounts,Cigarettes,Value,T1,6,33,6,112.7500286,112.7500286,0
Algeria,Retail,Heated Tobacco,Premium,T2,6,14,6,1152.6667,1152.6667,0
Austria,Key Accounts,Heated Tobacco,Core,T1,6,19,6,850.1666,850.1666,0
Bangladesh,Retail,Oral Nicotine,Premium,T2,6,24,6,1036.575,1036.575,0
Benin,Key Accounts,Cigarettes,Value,T1,6,12,6,152.3333,152.3333,0
Bulgaria,Retail,Oral Nicotine,Premium,T2,6,15,6,762.3333,762.3333,0
Canada,Key Accounts,Heated Tobacco,Core,T1,6,12,6,1259.5,1259.5,0
Chile,E-Commerce,Cigarettes,Core,T3,6,32,6,250.1905,250.1905,0
Chile,Retail,Heated Tobacco,Core,T2,6,16,6,524.1,524.1,0
Cote d'Ivoire,E-Commerce,Cigarettes,Premium,T3,6,29,6,206.525,206.525,0
Cote d'Ivoire,Key Accounts,Cigarettes,Premium,T1,6,17,6,160.8095238,160.8095238,0
Cote d'Ivoire,Retail,Cigarettes,Value,T2,6,22,6,113.0416667,113.0416667,0
Cote d'Ivoire,Retail,Oral Nicotine,Value,T2,6,15,6,1061.5,1061.5,0
Cuba,E-Commerce,Heated Tobacco,Premium,T3,6,20,6,562.1666,562.1666,0
Czech Republic,E-Commerce,Cigarettes,Core,T3,6,21,6,228.8928857,228.8928857,0
Czech Republic,Retail,Cigarettes,Premium,T2,6,15,6,117.0333333,117.0333333,0
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Core,T1,6,12,6,1336.1667,1336.1667,0
Democratic Republic of the Congo,Retail,Oral Nicotine,Core,T2,6,17,6,858.75,858.75,0
Ecuador,Retail,Cigarettes,Premium,T2,6,31,6,194.0571357,194.0571357,0
Egypt,E-Commerce,Oral Nicotine,Value,T3,6,22,6,1161.375,1161.375,0
Finland,Retail,Cigarettes,Core,T2,6,15,6,816.5,816.5,0
Finland,Retail,Cigarettes,Premium,T2,6,29,6,276.4643,276.4643,0
Finland,Retail,Cigarettes,Value,T2,6,31,6,198.75,198.75,0
Ghana,Key Accounts,Cigarettes,Core,T1,6,23,6,356.4721889,356.4721889,0
Guatemala,E-Commerce,Heated Tobacco,Premium,T3,6,28,6,833.175,833.175,0
Iran,E-Commerce,Heated Tobacco,Premium,T3,6,6,6,1327,1327,0
Iraq,Key Accounts,Heated Tobacco,Core,T1,6,9,6,2089,2089,0
Iraq,Key Accounts,Heated Tobacco,Premium,T1,6,13,6,890,890,0
Iraq,Key Accounts,Oral Nicotine,Core,T1,6,13,6,1527,1527,0
Iraq,Key Accounts,Oral Nicotine,Premium,T1,6,12,6,1030,1030,0
Israel,Retail,Cigarettes,Value,T2,6,20,6,350,350,0
Japan,E-Commerce,Heated Tobacco,Core,T3,6,26,6,966.3094571,966.3094571,0
Jordan,Retail,Cigarettes,Core,T2,6,17,6,166.6666667,166.6666667,0
Kenya,Retail,Cigarettes,Premium,T2,6,19,6,595.375,595.375,0
Kenya,Retail,Heated Tobacco,Core,T2,6,9,6,1751,1751,0
Malaysia,E-Commerce,Cigarettes,Value,T3,6,22,6,281.7095,281.7095,0
Malaysia,Key Accounts,Heated Tobacco,Value,T1,6,26,6,743.0417,743.0417,0
Malaysia,Retail,Heated Tobacco,Core,T2,6,24,6,729.4306,729.4306,0
Martinique,Retail,Cigarettes,Core,T2,6,27,6,70.38893333,70.38893333,0
Morocco,Key Accounts,Heated Tobacco,Premium,T1,6,10,6,1122.75,1122.75,0
Morocco,Key Accounts,Heated Tobacco,Value,T1,6,19,6,892,892,0
New Zealand,E-Commerce,Oral Nicotine,Value,T3,6,18,6,645.1667,645.1667,0
Norway,Retail,Cigarettes,Value,T2,6,34,6,188.24291,188.24291,0
Poland,Key Accounts,Heated Tobacco,Value,T1,6,13,6,933.6666667,933.6666667,0
Poland,Retail,Heated Tobacco,Core,T2,6,7,6,820,820,0
Russia,E-Commerce,Heated Tobacco,Core,T3,6,13,6,984.25,984.25,0
Russia,Retail,Oral Nicotine,Core,T2,6,14,6,1133.5,1133.5,0
Russia,Retail,Oral Nicotine,Premium,T2,6,12,6,486.6667,486.6667,0
Saudi Arabia,Key Accounts,Oral Nicotine,Core,T1,6,12,6,853,853,0
Saudi Arabia,Retail,Oral Nicotine,Premium,T2,6,9,6,863.5,863.5,0
Senegal,Key Accounts,Cigarettes,Core,T1,6,27,6,524.125,524.125,0
Singapore,Key Accounts,Cigarettes,Premium,T1,6,38,6,149.5045,149.5045,0
Singapore,Retail,Heated Tobacco,Value,T2,6,33,6,964.5445,964.5445,0
Somalia,Retail,Cigarettes,Core,T2,6,7,6,158,158,0
South Africa,E-Commerce,Oral Nicotine,Core,T3,6,11,6,1083.8333,1083.8333,0
Sudan,Retail,Cigarettes,Core,T2,6,33,6,358.6181319,358.6181319,0
Ukraine,Retail,Oral Nicotine,Core,T2,6,25,6,574.7666533,574.7666533,0
Uzbekistan,Retail,Cigarettes,Core,T2,6,15,6,247.5,247.5,0
Zambia,Key Accounts,Cigarettes,Value,T1,6,23,6,306.75,306.75,0
Denmark,Retail,Cigarettes,Value,T2,12,61,6.000002011,361.4167,180.7083,180.7084
Philippines,Key Accounts,Heated Tobacco,Premium,T1,9,34,6.15000101,2423.4471,1714.1048,709.3423
Vietnam,Retail,Oral Nicotine,Premium,T2,9,43,6.26999827,1216.643164,846.4881286,370.1550357
Nigeria,E-Commerce,Cigarettes,Value,T3,21,61,6.299997648,1327.00003,398.0999667,928.9000633
Philippines,E-Commerce,Heated Tobacco,Core,T3,9,44,6.349999957,1466.252741,1020.434653,445.8180882
New Zealand,Key Accounts,Oral Nicotine,Premium,T1,8,24,6.3999994,1578.8889,1239.8333,339.0556
Turkey,E-Commerce,Oral Nicotine,Premium,T3,16,43,6.399999773,3240.8036,1296.3214,1944.4822
Honduras,Key Accounts,Oral Nicotine,Premium,T1,12,44,6.409294398,1835.547885,921.67862,913.869265
Indonesia,E-Commerce,Heated Tobacco,Value,T3,9,33,6.426198592,1592.0604,1275.575691,316.4847091
Pakistan,Key Accounts,Cigarettes,Core,T1,13,63,6.499994225,1102.161957,551.0808786,551.0810786
Japan,Retail,Heated Tobacco,Core,T2,7,27,6.5,1660.875,1482.875,178
Sweden,Retail,Cigarettes,Value,T2,13,65,6.500000088,633.5957866,316.7979109,316.7978756
Sweden,Retail,Cigarettes,Core,T2,13,64,6.500003812,759.6242273,379.8121364,379.8120909
Pakistan,Retail,Cigarettes,Value,T2,13,65,6.500005466,273.1908909,136.5954655,136.5954255
Panama,Retail,Heated Tobacco,Value,T2,11,39,6.592160747,1536.284733,920.4999667,615.7847667
Venezuela,Retail,Heated Tobacco,Premium,T2,11,39,6.593999718,1662.947788,996.5916,666.3561875
Pakistan,Key Accounts,Oral Nicotine,Value,T1,9,31,6.599999945,1343.9464,884.6571,459.2893
South Korea,Retail,Oral Nicotine,Core,T2,9,29,6.6,1748.5,1086.8,661.7
United Kingdom,E-Commerce,Oral Nicotine,Core,T3,8,33,6.600000363,946.9479,853.9722,92.9757
Vietnam,Retail,Heated Tobacco,Core,T2,11,48,6.600066183,1239.076871,770.0857143,468.9911571
Myanmar (Burma),Key Accounts,Cigarettes,Premium,T1,8,40,6.640002439,188.0938805,156.1179926,31.97588788
Myanmar (Burma),Retail,Cigarettes,Premium,T2,8,42,6.640003419,708.83252,588.3310143,120.5015057
Turkey,E-Commerce,Heated Tobacco,Premium,T3,17,55,6.799999685,2655.2083,1062.0833,1593.125
Colombia,Key Accounts,Oral Nicotine,Core,T1,7,23,6.8,619.7,577.6,42.1
Colombia,Key Accounts,Oral Nicotine,Premium,T1,7,26,6.8,1322.4722,1206.4222,116.05
Tanzania,Retail,Heated Tobacco,Value,T2,7,10,6.800000123,998.1111,977,21.1111
Japan,Key Accounts,Oral Nicotine,Value,T1,7,38,6.829457466,1017.699987,979.2000125,38.499975
Spain,E-Commerce,Heated Tobacco,Core,T3,7,20,6.855409548,960.55552,948.2,12.35552
Nigeria,Retail,Oral Nicotine,Core,T2,23,86,6.89999979,5132.457469,1539.737279,3592.72019
Thailand,Retail,Heated Tobacco,Premium,T2,9,48,6.969999342,1794.93098,1439.247613,355.6833667
Colombia,E-Commerce,Heated Tobacco,Core,T3,7,17,6.996000187,1201.0165,1200.25,0.7665
Cuba,E-Commerce,Heated Tobacco,Core,T3,7,30,6.996883936,661.807,661.13328,0.67372
Chile,Retail,Heated Tobacco,Premium,T2,7,33,6.998000101,537.3160304,537.0595304,0.2565
Cuba,E-Commerce,Heated Tobacco,Value,T3,7,20,6.998000435,510.4744,510.25,0.2244
South Korea,Retail,Cigarettes,Core,T2,14,67,6.999998674,968.4830645,484.2415823,484.2414823
Sweden,Key Accounts,Cigarettes,Core,T1,14,79,6.999999768,631.1755536,315.5877696,315.5877839
Angola,Key Accounts,Cigarettes,Value,T1,7,19,7,368,368,0
Austria,Key Accounts,Heated Tobacco,Premium,T1,7,32,7,1245.302367,1245.302367,0
Austria,Key Accounts,Oral Nicotine,Core,T1,7,16,7,942.5,942.5,0
Austria,Key Accounts,Oral Nicotine,Value,T1,7,23,7,367.25,367.25,0
Austria,Retail,Heated Tobacco,Premium,T2,7,15,7,583.3667,583.3667,0
Austria,Retail,Oral Nicotine,Value,T2,7,19,7,618.1429,618.1429,0
Bangladesh,Key Accounts,Cigarettes,Core,T1,7,31,7,235.1666133,235.1666133,0
Bangladesh,Key Accounts,Cigarettes,Value,T1,7,43,7,356.3500222,356.3500222,0
Belgium,E-Commerce,Cigarettes,Value,T3,7,34,7,406.7917333,406.7917333,0
Belgium,Key Accounts,Cigarettes,Premium,T1,7,26,7,216.0666333,216.0666333,0
Belgium,Key Accounts,Heated Tobacco,Premium,T1,7,36,7,921.0239,921.0239,0
Bulgaria,Retail,Cigarettes,Value,T2,7,14,7,127.5,127.5,0
Cameroon,E-Commerce,Cigarettes,Value,T3,7,17,7,225.1667,225.1667,0
Canada,Key Accounts,Oral Nicotine,Value,T1,7,11,7,716.25,716.25,0
Chile,Key Accounts,Cigarettes,Core,T1,7,28,7,120.175,120.175,0
Cote d'Ivoire,Retail,Cigarettes,Core,T2,7,16,7,340.8333333,340.8333333,0
Cuba,E-Commerce,Oral Nicotine,Value,T3,7,28,7,1106.0714,1106.0714,0
Czech Republic,Retail,Cigarettes,Value,T2,7,15,7,149.6666667,149.6666667,0
Egypt,E-Commerce,Heated Tobacco,Premium,T3,7,14,7,726.75,726.75,0
Egypt,Key Accounts,Oral Nicotine,Core,T1,7,12,7,1053.7,1053.7,0
Hungary,Retail,Cigarettes,Premium,T2,7,19,7,295.3166667,295.3166667,0
Hungary,Retail,Cigarettes,Value,T2,7,21,7,108,108,0
Iran,E-Commerce,Heated Tobacco,Core,T3,7,9,7,1146,1146,0
Iran,Key Accounts,Heated Tobacco,Value,T1,7,7,7,1057,1057,0
Israel,Key Accounts,Cigarettes,Value,T1,7,22,7,653.3571,653.3571,0
Kenya,E-Commerce,Cigarettes,Premium,T3,7,33,7,153.8611694,153.8611694,0
Kenya,Key Accounts,Cigarettes,Core,T1,7,12,7,318,318,0
Malaysia,E-Commerce,Cigarettes,Core,T3,7,43,7,313.7472621,313.7472621,0
Malaysia,Retail,Heated Tobacco,Value,T2,7,25,7,723.625,723.625,0
Malaysia,Retail,Oral Nicotine,Value,T2,7,27,7,1162.0953,1162.0953,0
Mali,Retail,Cigarettes,Value,T2,7,17,7,169.4166667,169.4166667,0
Mozambique,Key Accounts,Cigarettes,Core,T1,7,34,7,184.4000133,184.4000133,0
Poland,Retail,Heated Tobacco,Value,T2,7,13,7,588.3333,588.3333,0
Poland,Retail,Oral Nicotine,Core,T2,7,17,7,2157.75,2157.75,0
Romania,E-Commerce,Cigarettes,Premium,T3,7,16,7,311.3333,311.3333,0
Russia,Key Accounts,Oral Nicotine,Premium,T1,7,19,7,882,882,0
Russia,Key Accounts,Oral Nicotine,Value,T1,7,25,7,1665.5,1665.5,0
Saudi Arabia,E-Commerce,Oral Nicotine,Value,T3,7,14,7,1463.9,1463.9,0
Singapore,Key Accounts,Cigarettes,Value,T1,7,32,7,193.8342,193.8342,0
Singapore,Retail,Heated Tobacco,Core,T2,7,30,7,881.8611,881.8611,0
Singapore,Retail,Oral Nicotine,Core,T2,7,35,7,1259.1111,1259.1111,0
South Africa,Key Accounts,Oral Nicotine,Premium,T1,7,17,7,1593.5833,1593.5833,0
