shipment_fact_id,date_week_id,country_id.x,region_id,product_id,wholesaler_id,channel_id,shipment_volume,sell_in_revenue,trade_incentive_pct,contribution_margin_proxy,list_price,net_invoice_price,price_change_flag,price_strategy,incentive_type,incentive_pct,incentive_amount,compliance_flag,product_variant_name,pmi_product_family,pmi_product_category,brand_tier,pack_size,nicotine_format,operating_country,macro_region,channel_name,fiscal_year,fiscal_week,fiscal_quarter,month,week_start_date,week_end_date,wholesaler_name,wholesaler_tier,country_id.y,primary_channel_id,net_unit_price,list_unit_price,discount_rate,trade_spend_amount,price_realization_pct,revenue_net_of_trade
34990,201332,203,3230,OFF-FA-10000475,98,1,7,54,0.2,0.56,9.6429,7.7143,0,Core Maintain,Volume Discount,0.2,10.8,1,CIG-VAR-513526,Cigarettes,Combustible,Core,30-pack,Combustible,Dominican Republic,LATAM,Retail,2013,32,3,8,2013-08-12,2013-08-18,WH-Dominican Republic-Retail-1176,T2,203,1,7.7143,9.6429,0.2,10.8,0.7999979259351441,43.2
34991,201332,203,3230,OFF-SU-10002550,98,1,4,46,0.2,9.79,14.375,11.5,0,Core Maintain,Volume Discount,0.2,9.2,1,CIG-VAR-402736,Cigarettes,Combustible,Core,10-pack,Combustible,Dominican Republic,LATAM,Retail,2013,32,3,8,2013-08-12,2013-08-18,WH-Dominican Republic-Retail-1176,T2,203,1,11.5,14.375,0.2,9.2,0.8,36.8
34992,201332,203,3237,TEC-PH-10004888,96,2,3,267,0.2,96.79,111.25,89,0,Value Drive,Price Support,0.2,53.4,1,HTP-VAR-559406,Heated Tobacco,Heat-not-burn,Value,10-pack,Heated,Dominican Republic,LATAM,E-Commerce,2013,32,3,8,2013-08-12,2013-08-18,WH-Dominican Republic-E-Commerce-6420,T3,203,2,89,111.25,0.2,53.4,0.8,213.6
34993,201333,201,3165,OFF-BI-10001200,281,1,4,49,0.15,-4.68,14.4118,12.25,1,Value Drive,Price Support,0.15,7.35,1,CIG-VAR-060407,Cigarettes,Combustible,Value,Multi-pack,Combustible,Philippines,APAC,Retail,2013,33,3,8,2013-08-19,2013-08-25,WH-Philippines-Retail-1506,T2,201,1,12.25,14.4118,0.15,7.35,0.8499979183724449,41.65
34994,201334,203,3232,OFF-SU-10000378,97,3,3,36,0.2,-2.68,15,12,0,Contracted,Contract Rebate,0.2,7.2,1,CIG-VAR-277981,Cigarettes,Combustible,Core,20-pack,Combustible,Dominican Republic,LATAM,Key Accounts,2013,34,3,8,2013-08-26,2013-09-01,WH-Dominican Republic-Key Accounts-7581,T1,203,3,12,15,0.2,7.2,0.8,28.8
34995,201335,182,3016,TEC-STA-10004834,260,1,1,32,0.7,-37.73,106.6667,32,0,Core Maintain,Volume Discount,0.7,22.4,0,HTP-VAR-060565,Heated Tobacco,Heat-not-burn,Core,10-pack,Heated,Nigeria,Africa,Retail,2013,35,3,9,2013-09-02,2013-09-08,WH-Nigeria-Retail-8587,T2,182,1,32,106.6667,0.7,22.4,0.29999990625002926,9.600000000000001
34996,201335,201,3170,FUR-FU-10001557,282,3,9,347,0.25,-46.37,51.4074,38.5556,0,Value Drive,Contract Rebate,0.25,86.75,1,ONP-VAR-090329,Oral Nicotine,Nicotine Pouches,Value,10-pack,Oral,Philippines,APAC,Key Accounts,2013,35,3,9,2013-09-02,2013-09-08,WH-Philippines-Key Accounts-5136,T1,201,3,38.5556,51.4074,0.25,86.75,0.7500009726226184,260.25
34997,201335,201,3170,OFF-ST-10001186,282,3,5,171,0.45,-34.26,62.1818,34.2,0,Contracted,Contract Rebate,0.45,76.95,0,CIG-VAR-620014,Cigarettes,Combustible,Core,10-pack,Combustible,Philippines,APAC,Key Accounts,2013,35,3,9,2013-09-02,2013-09-08,WH-Philippines-Key Accounts-5136,T1,201,3,34.2,62.1818,0.45,76.95,0.5500001608187605,94.05
34998,201335,201,3170,OFF-ST-10003547,282,3,9,242,0.45,-4.58,48.8889,26.8889,0,Value Drive,Contract Rebate,0.45,108.9,0,CIG-VAR-087266,Cigarettes,Combustible,Value,20-pack,Combustible,Philippines,APAC,Key Accounts,2013,35,3,9,2013-09-02,2013-09-08,WH-Philippines-Key Accounts-5136,T1,201,3,26.8889,48.8889,0.45,108.9,0.550000102272704,133.1
34999,201335,201,3151,TEC-CO-10000129,283,2,1,125,0.35,-25.11,192.3077,125,0,Core Maintain,Volume Discount,0.35,43.75,0,HTP-VAR-392137,Heated Tobacco,Heat-not-burn,Core,Multi-pack,Heated,Philippines,APAC,E-Commerce,2013,35,3,9,2013-09-02,2013-09-08,WH-Philippines-E-Commerce-3498,T3,201,2,125,192.3077,0.35,43.75,0.649999974000001,81.25
35000,201335,181,2960,FUR-NOV-10002791,369,1,1,67,0.6,-36.7,167.5,67,0,Core Maintain,Volume Discount,0.6,40.2,0,ONP-VAR-425983,Oral Nicotine,Nicotine Pouches,Core,10-pack,Oral,Turkey,EMEA,Retail,2013,35,3,9,2013-09-02,2013-09-08,WH-Turkey-Retail-1256,T2,181,1,67,167.5,0.6,40.2,0.4,26.799999999999997
35001,201335,181,2960,FUR-ELD-10000605,369,1,1,13,0.6,-15.16,32.5,13,0,Core Maintain,Volume Discount,0.6,7.8,0,ONP-VAR-067279,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,Turkey,EMEA,Retail,2013,35,3,9,2013-09-02,2013-09-08,WH-Turkey-Retail-1256,T2,181,1,13,32.5,0.6,7.8,0.4,5.2
35002,201337,188,3052,OFF-FEL-10001541,408,2,1,62,0.7,-51.6,206.6667,62,0,Value Drive,Price Support,0.7,43.4,0,CIG-VAR-773381,Cigarettes,Combustible,Value,20-pack,Combustible,Zimbabwe,Africa,E-Commerce,2013,37,3,9,2013-09-16,2013-09-22,WH-Zimbabwe-E-Commerce-3162,T3,188,2,62,206.6667,0.7,43.4,0.29999995161291104,18.6
35003,201338,201,3151,FUR-BO-10001385,281,1,10,954,0.35,131.94,146.7692,95.4,0,Value Drive,Price Support,0.35,333.9,0,ONP-VAR-905252,Oral Nicotine,Nicotine Pouches,Value,10-pack,Oral,Philippines,APAC,Retail,2013,38,3,9,2013-09-23,2013-09-29,WH-Philippines-Retail-1506,T2,201,1,95.4,146.7692,0.35,333.9,0.6500001362683724,620.1
35004,201338,202,3183,FUR-FU-10001674,158,1,3,110,0.27,27.15,50.2283,36.6667,0,Core Maintain,Volume Discount,0.27,29.7,0,ONP-VAR-605038,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,Indonesia,APAC,Retail,2013,38,3,9,2013-09-23,2013-09-29,WH-Indonesia-Retail-1703,T2,202,1,36.6667,50.2283,0.27,29.7,0.7300008162728979,80.3
35005,201338,91,3207,OFF-SU-10004361,49,1,5,55,0.6,-55.26,27.5,11,0,Premium Hold,Display Allowance,0.6,33,0,CIG-VAR-727380,Cigarettes,Combustible,Premium,Multi-pack,Combustible,Brazil,LATAM,Retail,2013,38,3,9,2013-09-23,2013-09-29,WH-Brazil-Retail-6486,T2,91,1,11,27.5,0.6,33,0.4,22
35006,201341,202,3192,OFF-PA-10002479,159,2,4,109,0.47,1.95,51.4151,27.25,0,Premium Hold,Display Allowance,0.47,51.23,0,CIG-VAR-173907,Cigarettes,Combustible,Premium,30-pack,Combustible,Indonesia,APAC,E-Commerce,2013,41,4,10,2013-10-14,2013-10-20,WH-Indonesia-E-Commerce-1936,T3,202,2,27.25,51.4151,0.47,51.23,0.5299999416513825,57.77
35007,201343,182,3036,OFF-STO-10003021,260,1,1,4,0.7,-3.25,13.3333,4,0,Premium Hold,Display Allowance,0.7,2.8,0,CIG-VAR-287964,Cigarettes,Combustible,Premium,Multi-pack,Combustible,Nigeria,Africa,Retail,2013,43,4,10,2013-10-28,2013-11-03,WH-Nigeria-Retail-8587,T2,182,1,4,13.3333,0.7,2.8,0.30000075000187504,1.2000000000000002
35008,201343,78,616,TEC-CO-10003007,82,3,1,129,0.002,55.44,129.2585,129,0,Value Drive,Contract Rebate,0.002,0.26,1,HTP-VAR-605204,Heated Tobacco,Heat-not-burn,Value,Multi-pack,Heated,Cuba,LATAM,Key Accounts,2013,43,4,10,2013-10-28,2013-11-03,WH-Cuba-Key Accounts-8713,T1,78,3,129,129.2585,0.002,0.26,0.9980001315193971,128.74
35009,201344,201,3165,OFF-AR-10001208,282,3,5,150,0.45,8.09,54.5455,30,0,Value Drive,Contract Rebate,0.45,67.5,0,CIG-VAR-589766,Cigarettes,Combustible,Value,Multi-pack,Combustible,Philippines,APAC,Key Accounts,2013,44,4,11,2013-11-04,2013-11-10,WH-Philippines-Key Accounts-5136,T1,201,3,30,54.5455,0.45,67.5,0.5499995416670487,82.5
35010,201344,201,3165,OFF-BI-10002792,282,3,3,24,0.15,2.76,9.4118,8,0,Premium Hold,Contract Rebate,0.15,3.6,1,CIG-VAR-294954,Cigarettes,Combustible,Premium,Multi-pack,Combustible,Philippines,APAC,Key Accounts,2013,44,4,11,2013-11-04,2013-11-10,WH-Philippines-Key Accounts-5136,T1,201,3,8,9.4118,0.15,3.6,0.8499968125119531,20.4
35011,201344,201,3165,TEC-CO-10001157,282,3,6,568,0.35,87.31,145.641,94.6667,0,Premium Hold,Contract Rebate,0.35,198.8,0,HTP-VAR-939636,Heated Tobacco,Heat-not-burn,Premium,30-pack,Heated,Philippines,APAC,Key Accounts,2013,44,4,11,2013-11-04,2013-11-10,WH-Philippines-Key Accounts-5136,T1,201,3,94.6667,145.641,0.35,198.8,0.6500003433099196,369.2
35012,201344,201,3165,TEC-PH-10003927,282,3,3,375,0.25,65.03,166.6667,125,0,Value Drive,Contract Rebate,0.25,93.75,1,HTP-VAR-186668,Heated Tobacco,Heat-not-burn,Value,20-pack,Heated,Philippines,APAC,Key Accounts,2013,44,4,11,2013-11-04,2013-11-10,WH-Philippines-Key Accounts-5136,T1,201,3,125,166.6667,0.25,93.75,0.74999985000003,281.25
35013,201344,201,3165,FUR-CH-10003836,281,1,6,662,0.25,8.69,147.1111,110.3333,0,Core Maintain,Volume Discount,0.25,165.5,1,ONP-VAR-252187,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,Philippines,APAC,Retail,2013,44,4,11,2013-11-04,2013-11-10,WH-Philippines-Retail-1506,T2,201,1,110.3333,147.1111,0.25,165.5,0.7499998300604102,496.5
35014,201345,86,1978,FUR-CH-10002547,225,1,5,245,0.2,-27.54,61.25,49,0,Premium Hold,Display Allowance,0.2,49,1,ONP-VAR-706653,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,Mexico,LATAM,Retail,2013,45,4,11,2013-11-11,2013-11-17,WH-Mexico-Retail-8702,T2,86,1,49,61.25,0.2,49,0.8,196
35015,201346,181,2975,OFF-BOS-10001511,369,1,4,88,0.6,-92.28,55,22,0,Premium Hold,Display Allowance,0.6,52.8,0,CIG-VAR-379968,Cigarettes,Combustible,Premium,30-pack,Combustible,Turkey,EMEA,Retail,2013,46,4,11,2013-11-18,2013-11-24,WH-Turkey-Retail-1256,T2,181,1,22,55,0.6,52.8,0.4,35.2
35016,201347,86,839,FUR-CH-10001914,225,1,3,95,0.2,-0.04,39.5833,31.6667,0,Premium Hold,Display Allowance,0.2,19,1,ONP-VAR-249387,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,Mexico,LATAM,Retail,2013,47,4,11,2013-11-25,2013-12-01,WH-Mexico-Retail-8702,T2,86,1,31.6667,39.5833,0.2,19,0.8000015157907501,76
35017,201348,86,456,FUR-BO-10000636,224,3,5,450,0.2,118.16,112.5,90,0,Contracted,Contract Rebate,0.2,90,1,ONP-VAR-526741,Oral Nicotine,Nicotine Pouches,Core,Multi-pack,Oral,Mexico,LATAM,Key Accounts,2013,48,4,12,2013-12-02,2013-12-08,WH-Mexico-Key Accounts-1603,T1,86,3,90,112.5,0.2,90,0.8,360
35018,201348,86,456,TEC-CO-10000222,224,3,7,792,0.002,236.41,113.3696,113.1429,0,Premium Hold,Contract Rebate,0.002,1.58,1,HTP-VAR-079500,Heated Tobacco,Heat-not-burn,Premium,30-pack,Heated,Mexico,LATAM,Key Accounts,2013,48,4,12,2013-12-02,2013-12-08,WH-Mexico-Key Accounts-1603,T1,86,3,113.1429,113.3696,0.002,1.58,0.9980003457717059,790.42
35019,201349,196,3137,OFF-FA-10001072,267,3,4,37,0.5,-18,18.5,9.25,0,Premium Hold,Contract Rebate,0.5,18.5,0,CIG-VAR-966960,Cigarettes,Combustible,Premium,10-pack,Combustible,Pakistan,APAC,Key Accounts,2013,49,4,12,2013-12-09,2013-12-15,WH-Pakistan-Key Accounts-0326,T1,196,3,9.25,18.5,0.5,18.5,0.5,18.5
35020,201349,196,3126,OFF-BI-10001200,266,1,5,36,0.5,-31.05,14.4,7.2,0,Value Drive,Price Support,0.5,18,0,CIG-VAR-060407,Cigarettes,Combustible,Value,Multi-pack,Combustible,Pakistan,APAC,Retail,2013,49,4,12,2013-12-09,2013-12-15,WH-Pakistan-Retail-2857,T2,196,1,7.2,14.4,0.5,18,0.5,18
35021,201349,196,3126,TEC-AC-10002533,266,1,5,287,0.5,-194.85,114.8,57.4,0,Core Maintain,Volume Discount,0.5,143.5,0,HTP-VAR-915121,Heated Tobacco,Heat-not-burn,Core,10-pack,Heated,Pakistan,APAC,Retail,2013,49,4,12,2013-12-09,2013-12-15,WH-Pakistan-Retail-2857,T2,196,1,57.4,114.8,0.5,143.5,0.5,143.5
35022,201350,73,1152,OFF-ST-10001597,173,3,4,40,0.4,3.19,16.6667,10,0,Premium Hold,Contract Rebate,0.4,16,0,CIG-VAR-844299,Cigarettes,Combustible,Premium,Multi-pack,Combustible,Italy,EU,Key Accounts,2013,50,4,12,2013-12-16,2013-12-22,WH-Italy-Key Accounts-7080,T1,73,3,10,16.6667,0.4,16,0.5999988000024,24
35023,201350,196,3138,OFF-ST-10001743,267,3,8,89,0.5,-57.24,22.25,11.125,0,Premium Hold,Contract Rebate,0.5,44.5,0,CIG-VAR-161142,Cigarettes,Combustible,Premium,20-pack,Combustible,Pakistan,APAC,Key Accounts,2013,50,4,12,2013-12-16,2013-12-22,WH-Pakistan-Key Accounts-0326,T1,196,3,11.125,22.25,0.5,44.5,0.5,44.5
35024,201351,86,596,FUR-CH-10002132,224,3,4,273,0.2,95.71,85.3125,68.25,0,Premium Hold,Contract Rebate,0.2,54.6,1,ONP-VAR-461448,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,Mexico,LATAM,Key Accounts,2013,51,4,12,2013-12-23,2013-12-29,WH-Mexico-Key Accounts-1603,T1,86,3,68.25,85.3125,0.2,54.6,0.8,218.4
35025,201351,91,3214,FUR-CH-10000089,48,3,4,137,0.6,-41.02,85.625,34.25,0,Contracted,Contract Rebate,0.6,82.2,0,ONP-VAR-736291,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,Brazil,LATAM,Key Accounts,2013,51,4,12,2013-12-23,2013-12-29,WH-Brazil-Key Accounts-5276,T1,91,3,34.25,85.625,0.6,82.2,0.4,54.8
35026,201351,192,3069,OFF-PA-10000827,166,1,1,13,0.5,-7.2,26,13,0,Value Drive,Price Support,0.5,6.5,0,CIG-VAR-181910,Cigarettes,Combustible,Value,Multi-pack,Combustible,Ireland,EU,Retail,2013,51,4,12,2013-12-23,2013-12-29,WH-Ireland-Retail-8424,T2,192,1,13,26,0.5,6.5,0.5,6.5
35027,201351,192,3069,OFF-ST-10000127,166,1,4,114,0.5,-20.58,57,28.5,0,Core Maintain,Volume Discount,0.5,57,0,CIG-VAR-728992,Cigarettes,Combustible,Core,20-pack,Combustible,Ireland,EU,Retail,2013,51,4,12,2013-12-23,2013-12-29,WH-Ireland-Retail-8424,T2,192,1,28.5,57,0.5,57,0.5,57
35028,201351,181,2960,FUR-HON-10001504,368,2,1,51,0.6,-28.22,127.5,51,0,Value Drive,Price Support,0.6,30.6,0,ONP-VAR-739862,Oral Nicotine,Nicotine Pouches,Value,30-pack,Oral,Turkey,EMEA,E-Commerce,2013,51,4,12,2013-12-23,2013-12-29,WH-Turkey-E-Commerce-7484,T3,181,2,51,127.5,0.6,30.6,0.4,20.4
35029,201351,182,3017,OFF-ACM-10003715,261,3,4,56,0.7,-125.02,46.6667,14,0,Value Drive,Contract Rebate,0.7,39.2,0,CIG-VAR-688253,Cigarettes,Combustible,Value,30-pack,Combustible,Nigeria,Africa,Key Accounts,2013,51,4,12,2013-12-23,2013-12-29,WH-Nigeria-Key Accounts-9669,T1,182,3,14,46.6667,0.7,39.2,0.2999997857144388,16.799999999999997
35030,201352,182,3017,OFF-WIL-10000390,260,1,8,35,0.7,-76.75,14.5833,4.375,0,Premium Hold,Display Allowance,0.7,24.5,0,CIG-VAR-045330,Cigarettes,Combustible,Premium,20-pack,Combustible,Nigeria,Africa,Retail,2013,52,4,12,2013-12-30,2014-01-05,WH-Nigeria-Retail-8587,T2,182,1,4.375,14.5833,0.7,24.5,0.3000006857158531,10.5
35031,201402,181,2982,FUR-SAF-10001870,369,1,1,25,0.6,-13.66,62.5,25,0,Core Maintain,Volume Discount,0.6,15,0,ONP-VAR-615280,Oral Nicotine,Nicotine Pouches,Core,Multi-pack,Oral,Turkey,EMEA,Retail,2014,2,1,1,2014-01-13,2014-01-19,WH-Turkey-Retail-1256,T2,181,1,25,62.5,0.6,15,0.4,10
35032,201406,86,611,FUR-CH-10001374,225,1,4,170,0.2,53.2,53.125,42.5,0,Premium Hold,Display Allowance,0.2,34,1,ONP-VAR-129027,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,Mexico,LATAM,Retail,2014,6,1,2,2014-02-10,2014-02-16,WH-Mexico-Retail-8702,T2,86,1,42.5,53.125,0.2,34,0.8,136
35033,201406,181,3006,OFF-TEN-10003211,369,1,1,6,0.6,-2.2,15,6,0,Value Drive,Price Support,0.6,3.6,0,CIG-VAR-377663,Cigarettes,Combustible,Value,10-pack,Combustible,Turkey,EMEA,Retail,2014,6,1,2,2014-02-10,2014-02-16,WH-Turkey-Retail-1256,T2,181,1,6,15,0.6,3.6,0.4,2.4
35034,201406,181,3006,TEC-ENE-10000995,369,1,1,46,0.6,-51.57,115,46,0,Premium Hold,Display Allowance,0.6,27.6,0,HTP-VAR-890910,Heated Tobacco,Heat-not-burn,Premium,20-pack,Heated,Turkey,EMEA,Retail,2014,6,1,2,2014-02-10,2014-02-16,WH-Turkey-Retail-1256,T2,181,1,46,115,0.6,27.6,0.4,18.4
35035,201407,182,3016,OFF-AVE-10002892,262,2,1,8,0.7,-19.76,26.6667,8,0,Premium Hold,Display Allowance,0.7,5.6,0,CIG-VAR-067641,Cigarettes,Combustible,Premium,10-pack,Combustible,Nigeria,Africa,E-Commerce,2014,7,1,2,2014-02-17,2014-02-23,WH-Nigeria-E-Commerce-6575,T3,182,2,8,26.6667,0.7,5.6,0.2999996250004688,2.4000000000000004
35036,201408,207,3285,OFF-SU-10004095,13,1,3,53,0.4,-2.71,29.4444,17.6667,0,Premium Hold,Display Allowance,0.4,21.2,0,CIG-VAR-971490,Cigarettes,Combustible,Premium,10-pack,Combustible,Argentina,LATAM,Retail,2014,8,1,2,2014-02-24,2014-03-02,WH-Argentina-Retail-7876,T2,207,1,17.6667,29.4444,0.4,21.2,0.6000020377389248,31.8
35037,201408,73,3394,TEC-MA-10003927,173,3,4,724,0.4,-446.71,301.6667,181,0,Contracted,Contract Rebate,0.4,289.6,0,HTP-VAR-472552,Heated Tobacco,Heat-not-burn,Core,Multi-pack,Heated,Italy,EU,Key Accounts,2014,8,1,2,2014-02-24,2014-03-02,WH-Italy-Key Accounts-7080,T1,73,3,181,301.6667,0.4,289.6,0.5999999337016648,434.4
35038,201410,201,3165,FUR-CH-10002209,281,1,1,42,0.25,1.67,56,42,1,Premium Hold,Display Allowance,0.25,10.5,1,ONP-VAR-756264,Oral Nicotine,Nicotine Pouches,Premium,Multi-pack,Oral,Philippines,APAC,Retail,2014,10,1,3,2014-03-10,2014-03-16,WH-Philippines-Retail-1506,T2,201,1,42,56,0.25,10.5,0.75,31.5
35039,201410,201,3165,OFF-BI-10004224,281,1,3,17,0.15,0.77,6.6667,5.6667,0,Value Drive,Price Support,0.15,2.55,1,CIG-VAR-457892,Cigarettes,Combustible,Value,30-pack,Combustible,Philippines,APAC,Retail,2014,10,1,3,2014-03-10,2014-03-16,WH-Philippines-Retail-1506,T2,201,1,5.6667,6.6667,0.15,2.55,0.85000074999625,14.45
35040,201410,201,3165,OFF-ST-10004228,281,1,3,91,0.45,-23.23,55.1515,30.3333,1,Value Drive,Price Support,0.45,40.95,0,CIG-VAR-213818,Cigarettes,Combustible,Value,30-pack,Combustible,Philippines,APAC,Retail,2014,10,1,3,2014-03-10,2014-03-16,WH-Philippines-Retail-1506,T2,201,1,30.3333,55.1515,0.45,40.95,0.5499995467031722,50.05
35041,201411,73,799,TEC-MA-10000473,172,2,4,200,0.4,6.58,83.3333,50,0,Value Drive,Price Support,0.4,80,0,HTP-VAR-786155,Heated Tobacco,Heat-not-burn,Value,30-pack,Heated,Italy,EU,E-Commerce,2014,11,1,3,2014-03-17,2014-03-23,WH-Italy-E-Commerce-1153,T3,73,2,50,83.3333,0.4,80,0.600000240000096,120
35042,201412,80,2553,OFF-ST-10002800,331,2,4,85,0.1,-9.48,23.6111,21.25,0,Core Maintain,Volume Discount,0.1,8.5,1,CIG-VAR-776821,Cigarettes,Combustible,Core,10-pack,Combustible,Spain,EU,E-Commerce,2014,12,1,3,2014-03-24,2014-03-30,WH-Spain-E-Commerce-3817,T3,80,2,21.25,23.6111,0.1,8.5,0.9000004235296111,76.5
35043,201413,209,3350,FUR-BO-10003463,396,1,6,293,0.4,-170.9,81.3889,48.8333,0,Premium Hold,Display Allowance,0.4,117.2,0,ONP-VAR-493920,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,Venezuela,LATAM,Retail,2014,13,1,3,2014-03-31,2014-04-06,WH-Venezuela-Retail-4338,T2,209,1,48.8333,81.3889,0.4,117.2,0.5999995085324903,175.8
35044,201414,203,3230,TEC-PH-10003215,98,1,9,358,0.2,133.99,49.7222,39.7778,0,Value Drive,Price Support,0.2,71.6,1,HTP-VAR-219938,Heated Tobacco,Heat-not-burn,Value,Multi-pack,Heated,Dominican Republic,LATAM,Retail,2014,14,2,4,2014-04-07,2014-04-13,WH-Dominican Republic-Retail-1176,T2,203,1,39.7778,49.7222,0.2,71.6,0.8000008044696333,286.4
35045,201415,187,3395,FUR-HAR-10000870,375,2,1,18,0.7,-36.12,60,18,0,Core Maintain,Volume Discount,0.7,12.6,0,ONP-VAR-495136,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,18,60,0.7,12.6,0.3,5.4
35046,201415,187,3395,OFF-SAN-10001634,375,2,1,15,0.7,-28.95,50,15,0,Core Maintain,Volume Discount,0.7,10.5,0,CIG-VAR-032545,Cigarettes,Combustible,Core,Multi-pack,Combustible,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,15,50,0.7,10.5,0.3,4.5
35047,201415,187,3395,OFF-CAR-10000687,375,2,1,4,0.7,-7.92,13.3333,4,0,Value Drive,Price Support,0.7,2.8,0,CIG-VAR-915101,Cigarettes,Combustible,Value,20-pack,Combustible,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,4,13.3333,0.7,2.8,0.30000075000187504,1.2000000000000002
35048,201415,187,3395,OFF-ELD-10000819,375,2,1,15,0.7,-11.15,50,15,0,Core Maintain,Volume Discount,0.7,10.5,0,CIG-VAR-003742,Cigarettes,Combustible,Core,20-pack,Combustible,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,15,50,0.7,10.5,0.3,4.5
35049,201415,187,3395,OFF-KLE-10000296,375,2,4,29,0.7,-42.77,24.1667,7.25,0,Value Drive,Price Support,0.7,20.3,0,CIG-VAR-878507,Cigarettes,Combustible,Value,30-pack,Combustible,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,7.25,24.1667,0.7,20.3,0.2999995862074673,8.7
35050,201415,187,3395,TEC-SAM-10004384,375,2,1,20,0.7,-26.79,66.6667,20,0,Value Drive,Price Support,0.7,14,0,HTP-VAR-507140,Heated Tobacco,Heat-not-burn,Value,20-pack,Heated,Uganda,Africa,E-Commerce,2014,15,2,4,2014-04-14,2014-04-20,WH-Uganda-E-Commerce-0344,T3,187,2,20,66.6667,0.7,14,0.29999985000007495,6
35051,201417,85,3128,OFF-BI-10000707,253,1,1,17,0.4,-7.3,28.3333,17,0,Value Drive,Price Support,0.4,6.8,0,CIG-VAR-438194,Cigarettes,Combustible,Value,30-pack,Combustible,New Zealand,APAC,Retail,2014,17,2,4,2014-04-28,2014-05-04,WH-New Zealand-Retail-6220,T2,85,1,17,28.3333,0.4,6.8,0.6000007058831833,10.2
35052,201417,85,3128,OFF-ST-10000806,253,1,1,35,0.4,-14.6,58.3333,35,0,Value Drive,Price Support,0.4,14,0,CIG-VAR-304913,Cigarettes,Combustible,Value,30-pack,Combustible,New Zealand,APAC,Retail,2014,17,2,4,2014-04-28,2014-05-04,WH-New Zealand-Retail-6220,T2,85,1,35,58.3333,0.4,14,0.6000003428573387,21
35053,201417,181,2963,OFF-SME-10004553,370,3,1,79,0.6,-85.33,197.5,79,0,Value Drive,Contract Rebate,0.6,47.4,0,CIG-VAR-263090,Cigarettes,Combustible,Value,20-pack,Combustible,Turkey,EMEA,Key Accounts,2014,17,2,4,2014-04-28,2014-05-04,WH-Turkey-Key Accounts-0826,T1,181,3,79,197.5,0.6,47.4,0.4,31.6
35054,201418,86,655,FUR-TA-10001930,224,3,3,795,0.2,99.34,331.25,265,0,Premium Hold,Contract Rebate,0.2,159,1,ONP-VAR-553125,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,Mexico,LATAM,Key Accounts,2014,18,2,5,2014-05-05,2014-05-11,WH-Mexico-Key Accounts-1603,T1,86,3,265,331.25,0.2,159,0.8,636
35055,201418,190,3063,OFF-AR-10001190,342,1,1,27,0.5,-14.57,54,27,0,Value Drive,Price Support,0.5,13.5,0,CIG-VAR-070949,Cigarettes,Combustible,Value,20-pack,Combustible,Sweden,EU,Retail,2014,18,2,5,2014-05-05,2014-05-11,WH-Sweden-Retail-7994,T2,190,1,27,54,0.5,13.5,0.5,13.5
35056,201418,190,3063,OFF-ST-10002172,342,1,5,143,0.5,-123.53,57.2,28.6,0,Core Maintain,Volume Discount,0.5,71.5,0,CIG-VAR-079396,Cigarettes,Combustible,Core,10-pack,Combustible,Sweden,EU,Retail,2014,18,2,5,2014-05-05,2014-05-11,WH-Sweden-Retail-7994,T2,190,1,28.6,57.2,0.5,71.5,0.5,71.5
35057,201418,190,3063,OFF-ST-10003990,342,1,5,44,0.5,-16.65,17.6,8.8,0,Value Drive,Price Support,0.5,22,0,CIG-VAR-874391,Cigarettes,Combustible,Value,Multi-pack,Combustible,Sweden,EU,Retail,2014,18,2,5,2014-05-05,2014-05-11,WH-Sweden-Retail-7994,T2,190,1,8.8,17.6,0.5,22,0.5,22
35058,201418,190,3063,OFF-SU-10003697,342,1,4,45,0.5,-1.86,22.5,11.25,0,Value Drive,Price Support,0.5,22.5,0,CIG-VAR-096419,Cigarettes,Combustible,Value,Multi-pack,Combustible,Sweden,EU,Retail,2014,18,2,5,2014-05-05,2014-05-11,WH-Sweden-Retail-7994,T2,190,1,11.25,22.5,0.5,22.5,0.5,22.5
